Timestamp,Latitude,Longitude,Elevation,GPS_Speed,GPS_Direction,GPS_RMC_Valid,Battery_Voltage,Bus_Box_Temperature,Bus_Top_Temperature,Bus_Top_Relative_Humidity,ES642_PM2.5_Concentration,ES642_Air_Flow_Rate,ES642_Internal_Air_Temperature,ES642_Internal_Relative_Humidity,ES642_Internal_Air_Pressure,ES642_Error_Code,2B_Ozone_Concentration,2B_Air_Flow_Rate,2B_Internal_Air_Temperature,2B_Internal_Air_Pressure,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Internal_Air_Temperature,2B405_Internal_Air_Pressure,2B405_Air_Flow_Rate,2B405_Cell_O3_Flow_Rate,PM2.5_Data_Flagged,Ozone_Data_Flagged,GPS_Data_Flagged
UTC,ddeg,ddeg,m,m/s,deg,binary,volts,degC,degC,%,ug/m3,L/min,degC,%,hpa,code,ppbv,L/min,degC,hpa,ppbv,ppbv,ppbv,degC,hpa,L/min,mL/min,binary,binary,binary
2022-03-01T00:00:00,40.765373,-111.909119,1301.70,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.92,14.00,2.00,26.61,10.00,883.40,0.00,-0.50,2.20,41.80,826.30,57.20,39.80,97.00,32.70,801.60,1.96,114.50,0,0,1
2022-03-01T00:00:05,40.765388,-111.909111,1301.60,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.92,14.00,2.00,26.61,10.00,883.30,0.00,1.10,2.20,41.80,826.70,56.80,39.70,96.50,32.70,801.50,2.03,114.10,0,0,1
2022-03-01T00:00:10,40.765388,-111.909103,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.92,14.00,2.00,26.61,10.00,883.30,0.00,-1.70,2.21,41.80,826.70,57.00,38.50,95.50,32.70,801.60,1.96,113.40,0,0,1
2022-03-01T00:00:15,40.765392,-111.909103,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.92,14.00,2.00,26.61,10.00,883.20,0.00,-0.30,2.19,41.80,826.30,56.10,37.30,93.40,32.70,801.60,1.96,114.60,0,0,1
2022-03-01T00:00:20,40.765396,-111.909111,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.92,14.00,2.00,26.61,10.00,883.50,0.00,-1.60,2.21,41.80,826.30,54.50,37.20,91.70,32.70,801.60,2.03,114.10,0,0,1
2022-03-01T00:00:25,40.765392,-111.909111,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.92,14.00,2.00,26.61,10.00,883.30,0.00,-2.00,2.19,41.80,826.70,54.70,38.20,92.90,32.70,801.50,1.96,113.40,0,0,1
2022-03-01T00:00:30,40.765385,-111.909111,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.92,12.00,2.00,26.61,10.00,883.50,0.00,-0.50,2.19,41.80,826.70,56.70,35.30,92.00,32.70,801.60,1.96,114.90,0,0,1
2022-03-01T00:00:35,40.765369,-111.909111,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.44,13.90,13.00,2.00,26.61,10.00,883.30,0.00,0.40,2.21,41.80,826.30,59.70,35.30,95.00,32.70,801.60,2.03,114.20,0,0,1
2022-03-01T00:00:40,40.765362,-111.909111,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.44,13.95,13.00,2.00,26.61,9.00,883.40,0.00,-0.40,2.18,41.80,826.30,59.80,31.00,90.80,32.70,801.60,1.96,113.30,0,0,1
2022-03-01T00:00:45,40.765354,-111.909119,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.86,13.00,2.00,26.61,10.00,883.30,0.00,0.50,2.19,41.80,826.70,54.50,37.00,91.50,32.70,801.60,1.96,114.70,0,0,1
2022-03-01T00:00:50,40.765350,-111.909119,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.86,15.00,2.00,26.61,10.00,883.30,0.00,-2.00,2.19,41.80,826.70,45.40,36.90,82.30,32.70,801.60,2.03,114.10,0,0,1
2022-03-01T00:00:55,40.765347,-111.909111,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.86,14.00,2.00,26.61,10.00,883.40,0.00,-1.10,2.19,41.80,826.30,45.60,44.10,89.70,32.70,801.50,1.96,113.50,0,0,1
2022-03-01T00:01:00,40.765339,-111.909119,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.86,15.00,2.00,26.61,10.00,883.40,0.00,0.70,2.19,41.80,826.30,46.90,48.30,95.20,32.70,801.60,1.96,114.70,0,0,1
2022-03-01T00:01:05,40.765331,-111.909119,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.86,16.00,2.00,26.61,10.00,883.40,0.00,-1.60,2.18,41.80,826.70,45.60,48.20,93.80,32.70,801.50,2.03,114.00,0,0,1
2022-03-01T00:01:10,40.765331,-111.909119,1301.40,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.84,18.00,2.00,26.61,10.00,883.40,0.00,0.30,2.19,41.80,826.70,45.70,45.70,91.40,32.70,801.60,1.96,113.60,0,0,1
2022-03-01T00:01:15,40.765331,-111.909119,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.82,16.00,2.00,26.61,10.00,883.40,0.00,1.20,2.17,41.80,826.30,45.70,32.00,77.70,32.70,801.50,1.96,114.90,0,0,1
2022-03-01T00:01:20,40.765327,-111.909126,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.84,17.00,2.00,26.61,10.00,883.30,0.00,-1.80,2.19,41.80,826.30,52.70,32.00,84.70,32.70,801.60,2.03,114.00,0,0,1
2022-03-01T00:01:25,40.765324,-111.909126,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.84,18.00,2.00,26.61,9.00,883.40,0.00,-0.10,2.18,41.80,826.60,52.80,28.60,81.40,32.70,801.60,1.96,113.40,0,0,1
2022-03-01T00:01:30,40.765312,-111.909134,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.86,19.00,2.00,26.61,10.00,883.30,0.00,0.30,2.19,41.80,826.60,55.50,33.40,88.90,32.70,801.50,1.96,114.70,0,0,1
2022-03-01T00:01:35,40.765301,-111.909134,1301.50,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.88,19.00,2.00,26.61,10.00,883.50,0.00,3.10,2.18,41.80,826.30,58.20,33.30,91.50,32.70,801.50,2.03,113.80,0,0,1
2022-03-01T00:01:40,40.765282,-111.909134,1301.60,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.90,21.00,2.00,26.61,10.00,883.20,0.00,0.60,2.19,41.80,826.40,58.40,34.70,93.10,32.70,801.50,1.96,113.40,0,0,1
2022-03-01T00:01:45,40.765266,-111.909134,1301.90,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.92,20.00,2.00,26.61,10.00,883.50,0.00,-3.40,2.19,41.80,826.70,59.40,37.70,97.10,32.70,801.40,1.96,114.80,0,0,1
2022-03-01T00:01:50,40.765255,-111.909126,1302.00,-9999.00,-9999.00,-9999.00,13.53,28.54,21.39,13.92,20.00,2.00,26.61,10.00,883.40,0.00,-1.70,2.19,41.80,826.70,56.30,37.60,93.90,32.70,801.50,2.03,113.90,0,0,1
2022-03-01T00:01:55,40.765251,-111.909134,1302.10,-9999.00,-9999.00,-9999.00,13.53,28.54,21.40,13.94,17.00,2.00,26.61,10.00,883.50,0.00,-1.30,2.19,41.80,826.30,56.50,38.90,95.40,32.70,801.50,1.96,113.40,0,0,1
