Timestamp,Latitude,Longitude,Elevation,GPS_Speed,GPS_Direction,GPS_RMC_Valid,Battery_Voltage,Bus_Box_Temperature,Bus_Top_Temperature,Bus_Top_Relative_Humidity,ES642_PM2.5_Concentration,ES642_Air_Flow_Rate,ES642_Internal_Air_Temperature,ES642_Internal_Relative_Humidity,ES642_Internal_Air_Pressure,ES642_Error_Code,2B_Ozone_Concentration,2B_Air_Flow_Rate,2B_Internal_Air_Temperature,2B_Internal_Air_Pressure,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Internal_Air_Temperature,2B405_Internal_Air_Pressure,2B405_Air_Flow_Rate,2B405_Cell_O3_Flow_Rate,PM2.5_Data_Flagged,Ozone_Data_Flagged,GPS_Data_Flagged
UTC,ddeg,ddeg,m,m/s,deg,binary,volts,degC,degC,%,ug/m3,L/min,degC,%,hpa,code,ppbv,L/min,degC,hpa,ppbv,ppbv,ppbv,degC,hpa,L/min,mL/min,binary,binary,binary
2023-09-05T14:30:00,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,0.00,13.78,15.15,18.92,44.98,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:05,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,0.00,13.78,15.16,18.94,45.07,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.74,14.90,836.50,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:10,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,0.00,13.78,15.16,18.95,45.14,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.72,14.90,836.50,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:15,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,0.00,13.78,15.16,18.96,44.83,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.72,15.00,836.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:20,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,0.00,13.78,15.17,18.98,44.91,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.73,15.00,836.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:25,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,0.00,13.78,15.17,18.98,44.90,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.74,15.00,835.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:30,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,0.00,13.78,15.18,19.01,45.01,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.73,15.10,835.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:35,40.761818,-111.909683,1284.00,0.31,68.70,1.00,13.78,15.18,19.00,44.59,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.70,15.20,835.50,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2023-09-05T14:30:40,40.761814,-111.909706,1282.80,0.00,68.70,1.00,13.77,15.18,19.04,44.53,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.71,15.20,835.50,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
