Timestamp,Latitude,Longitude,Elevation,GPS_Speed,GPS_Direction,GPS_RMC_Valid,Battery_Voltage,Bus_Box_Temperature,Bus_Top_Temperature,Bus_Top_Relative_Humidity,ES642_PM2.5_Concentration,ES642_Air_Flow_Rate,ES642_Internal_Air_Temperature,ES642_Internal_Relative_Humidity,ES642_Internal_Air_Pressure,ES642_Error_Code,2B_Ozone_Concentration,2B_Air_Flow_Rate,2B_Internal_Air_Temperature,2B_Internal_Air_Pressure,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Internal_Air_Temperature,2B405_Internal_Air_Pressure,2B405_Air_Flow_Rate,2B405_Cell_O3_Flow_Rate,PM2.5_Data_Flagged,Ozone_Data_Flagged,GPS_Data_Flagged
UTC,ddeg,ddeg,m,m/s,deg,binary,volts,degC,degC,%,ug/m3,L/min,degC,%,hpa,code,ppbv,L/min,degC,hpa,ppbv,ppbv,ppbv,degC,hpa,L/min,mL/min,binary,binary,binary
2022-04-06T13:12:10,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.01,1.08,0.10,50.88,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:15,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.02,1.08,0.10,50.46,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.85,1.90,834.80,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:20,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.02,1.08,0.10,50.06,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.85,2.00,834.90,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:25,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.02,1.08,0.11,49.88,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.86,2.00,834.70,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:30,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.03,1.08,0.11,49.69,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.86,2.10,834.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:35,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.03,1.08,0.11,49.62,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.85,2.20,834.30,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:40,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.03,1.08,0.10,49.59,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.87,2.20,834.20,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:45,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.02,1.08,0.10,49.56,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.87,2.30,834.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:50,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.03,1.08,0.10,49.55,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.88,2.40,834.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:12:55,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,14.02,1.08,0.10,49.52,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.87,2.40,834.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:00,40.765507,-111.909859,1385.90,-9999.00,-9999.00,-9999.00,14.03,1.08,0.10,49.42,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.88,2.50,833.70,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:05,40.765461,-111.909843,1421.20,-9999.00,-9999.00,-9999.00,14.02,1.08,0.10,49.25,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,1.87,2.50,833.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:10,40.765434,-111.909828,1447.20,-9999.00,-9999.00,-9999.00,14.02,1.08,0.16,49.21,7.00,2.00,-2.39,32.00,884.60,0.00,-9999.00,1.89,2.60,833.90,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:15,40.765419,-111.909828,1453.80,-9999.00,-9999.00,-9999.00,14.02,1.07,0.14,49.19,6.00,2.00,-2.39,33.00,884.50,0.00,-9999.00,1.89,2.70,833.90,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:20,40.765411,-111.909813,1455.50,-9999.00,-9999.00,-9999.00,14.02,1.07,0.10,49.11,5.00,2.00,-2.39,33.00,884.70,0.00,-9999.00,1.88,2.70,833.10,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:25,40.765408,-111.909805,1456.10,-9999.00,-9999.00,-9999.00,14.02,1.07,0.11,49.11,5.00,2.00,-2.39,33.00,884.60,0.00,-9999.00,1.89,2.80,833.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:30,40.765404,-111.909805,1456.90,-9999.00,-9999.00,-9999.00,14.02,1.07,0.10,49.13,7.00,2.00,-2.39,34.00,884.50,0.00,-9999.00,1.86,2.80,833.80,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:35,40.765446,-111.909813,1450.00,-9999.00,-9999.00,-9999.00,14.02,1.07,0.12,49.14,6.00,2.00,-2.39,34.00,884.60,0.00,-9999.00,1.89,2.90,833.70,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
2022-04-06T13:13:40,40.765480,-111.909843,1439.40,-9999.00,-9999.00,-9999.00,14.02,1.07,0.10,49.11,8.00,2.00,-2.39,34.00,884.60,0.00,-9999.00,1.88,2.90,832.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,1
