Timestamp,Latitude,Longitude,Elevation,GPS_Speed,GPS_Direction,GPS_RMC_Valid,Battery_Voltage,Bus_Box_Temperature,Bus_Top_Temperature,Bus_Top_Relative_Humidity,ES642_PM2.5_Concentration,ES642_Air_Flow_Rate,ES642_Internal_Air_Temperature,ES642_Internal_Relative_Humidity,ES642_Internal_Air_Pressure,ES642_Error_Code,2B_Ozone_Concentration,2B_Air_Flow_Rate,2B_Internal_Air_Temperature,2B_Internal_Air_Pressure,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Internal_Air_Temperature,2B405_Internal_Air_Pressure,2B405_Air_Flow_Rate,2B405_Cell_O3_Flow_Rate,PM2.5_Data_Flagged,Ozone_Data_Flagged,GPS_Data_Flagged
UTC,ddeg,ddeg,m,m/s,deg,binary,volts,degC,degC,%,ug/m3,L/min,degC,%,hpa,code,ppbv,L/min,degC,hpa,ppbv,ppbv,ppbv,degC,hpa,L/min,mL/min,binary,binary,binary
2022-05-24T16:18:10,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.72,20.13,20.46,16.37,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:15,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.13,20.47,16.37,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.08,20.60,826.80,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:20,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.13,20.47,16.37,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.08,20.60,826.70,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:25,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.13,20.47,16.37,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.09,20.70,827.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:30,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.13,20.47,16.35,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.08,20.70,827.20,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:35,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.13,20.48,16.35,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.07,20.80,826.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:40,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.13,20.48,16.39,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.08,20.40,826.50,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:45,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.48,16.39,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.10,20.90,826.90,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:50,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.14,20.48,16.40,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.09,20.90,826.90,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:18:55,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.14,20.47,16.42,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.10,21.00,826.30,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:00,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.14,20.48,16.45,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.10,21.00,826.30,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:05,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.52,16.49,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,2.06,21.00,826.80,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:10,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.50,16.50,5.00,2.00,19.78,22.00,873.40,0.00,-9999.00,2.09,20.80,826.80,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:15,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.48,16.47,4.00,2.00,19.78,22.00,873.40,0.00,-9999.00,2.09,21.20,826.10,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:20,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.50,16.59,4.00,2.00,19.78,22.00,873.50,0.00,-9999.00,2.09,21.30,826.20,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:25,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.50,16.76,4.00,2.00,19.78,22.00,873.50,0.00,-9999.00,2.09,21.30,826.80,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:30,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.48,16.82,4.00,2.00,19.89,22.00,873.60,0.00,-9999.00,2.10,21.30,826.70,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:35,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.48,16.82,3.00,2.00,19.78,22.00,873.40,0.00,-9999.00,2.10,21.40,826.20,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:40,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.74,20.14,20.50,16.81,3.00,2.00,19.78,22.00,873.40,0.00,-9999.00,2.09,21.50,826.10,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:45,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.50,16.82,5.00,2.00,19.78,22.00,873.60,0.00,-9999.00,2.10,21.50,826.60,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
2022-05-24T16:19:50,-9999.000000,-9999.000000,-9999.00,-9999.00,-9999.00,-9999.00,13.73,20.14,20.50,16.80,4.00,2.00,19.89,22.00,873.40,0.00,-9999.00,2.11,21.50,826.60,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,0,0,0
