Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-08-01 10:31:00,40.761608,-111.910789,1127.1,0.0,0.0,1.0,13.31,28.57,26.55,36.76,2.6,3.1,3.6,3.8,1.0,28.28,30.8,656.4,0.0,41.8,1.99,30.0,842.3,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=10, tm_min=31, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,31,10,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 11:01:00,40.761581,-111.910461,1239.3,0.0,25.1,1.0,13.27,28.18,26.19,37.71,2.6,3.1,3.8,4.2,1.0,29.5,27.0,656.5,0.0,40.0,2.08,37.1,842.7,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=11, tm_min=1, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,1,11,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 11:31:00,40.692902,-111.971893,1306.5,10.75,269.6,1.0,13.25,27.71,25.12,45.45,2.0,2.9,3.8,5.1,1.0,29.89,28.6,655.6,0.0,39.2,2.06,38.3,841.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=11, tm_min=31, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,31,11,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 12:01:00,40.725853,-111.91993,1287.3,11.88,93.9,1.0,13.28,27.12,25.5,39.07,2.5,3.0,3.7,4.1,1.0,29.61,27.6,656.5,0.0,35.3,2.06,38.1,843.1,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=1, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,1,12,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 12:31:00,40.763557,-111.909431,1286.8,0.0,175.3,1.0,13.31,26.85,25.48,39.3,2.5,3.0,3.6,4.1,1.0,29.28,28.2,656.8,0.0,36.6,2.08,38.0,843.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=12, tm_min=31, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,31,12,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 13:01:00,40.725937,-111.920067,1290.5,13.32,273.4,1.0,13.3,26.56,25.44,43.07,2.5,3.2,4.4,5.2,1.0,29.11,28.1,656.9,0.0,39.2,2.11,37.7,843.2,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=13, tm_min=1, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,1,13,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 13:31:00,40.704105,-111.977097,1301.6,0.0,175.7,1.0,13.27,26.5,24.63,50.55,2.4,3.9,6.5,8.4,1.0,29.5,28.4,656.2,0.0,20.6,2.09,37.6,842.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=13, tm_min=31, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,31,13,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 14:01:00,40.692905,-111.9674,1308.8,0.0,263.4,1.0,13.28,26.25,24.74,45.95,2.2,3.2,5.0,6.6,1.0,29.28,27.2,656.1,0.0,35.4,2.09,37.4,842.1,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=1, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,1,14,BUS04,Good,< 12.00,2.00 - 4.00
2023-08-01 14:31:00,40.725834,-111.925156,1286.6,12.66,89.9,1.0,13.26,26.54,25.45,44.47,2.9,4.3,6.6,9.4,1.0,29.28,29.5,656.9,0.0,25.6,2.09,37.4,843.2,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=31, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,31,14,BUS04,Good,< 12.00,4.00 - 6.00
2023-08-01 15:01:00,40.763504,-111.909462,1289.0,0.0,172.9,1.0,13.23,27.04,26.29,39.08,2.5,3.3,4.7,6.4,1.0,29.5,29.8,657.3,0.0,41.0,2.09,37.7,844.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=1, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,1,15,BUS04,Good,< 12.00,2.00 - 4.00
