Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2018-11-19 20:29:00,40.722984,-111.918999,1250.6,13.64,21.62,-9999.0,-9999.0,8.0,2.0,20.22,17.0,879.4,0.0,5.3,2.11,29.2,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=29, tm_sec=0, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,29,20,TRX01
2018-11-19 20:30:12,40.722977,-111.919022,1253.5,13.64,21.62,-9999.0,-9999.0,8.0,2.0,20.22,17.0,879.5,0.0,10.2,2.11,29.5,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=30, tm_sec=12, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,30,20,TRX01
2018-11-19 20:31:12,40.722702,-111.919388,1255.3,13.65,21.64,-9999.0,-9999.0,7.0,2.0,20.22,17.0,879.5,0.0,4.4,2.12,29.7,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=31, tm_sec=12, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,31,20,TRX01
2018-11-19 20:32:12,40.722801,-111.919044,1255.5,13.64,21.64,-9999.0,-9999.0,8.0,2.0,20.28,17.0,879.6,0.0,6.3,2.11,29.9,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=32, tm_sec=12, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,32,20,TRX01
2018-11-19 20:33:12,40.722878,-111.919075,1258.7,13.64,21.67,-9999.0,-9999.0,7.0,2.0,20.28,18.0,879.4,0.0,3.2,2.11,30.1,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=33, tm_sec=12, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,33,20,TRX01
2018-11-19 20:34:12,40.722942,-111.91877,1262.6,13.65,21.67,-9999.0,-9999.0,9.0,2.0,20.28,17.0,879.5,0.0,2.5,2.11,30.3,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=34, tm_sec=12, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,34,20,TRX01
2018-11-19 20:35:12,40.723034,-111.918839,1261.4,13.64,21.67,-9999.0,-9999.0,8.0,2.0,20.28,17.0,879.4,0.0,10.4,2.1,30.4,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=35, tm_sec=12, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,35,20,TRX01
2018-11-19 20:36:12,40.722836,-111.919128,1264.1,13.64,21.7,-9999.0,-9999.0,9.0,2.0,20.28,17.0,879.5,0.0,4.0,2.11,30.6,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=36, tm_sec=12, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,36,20,TRX01
2018-11-19 20:38:04,40.722969,-111.918831,1264.0,13.65,21.72,-9999.0,-9999.0,7.0,2.0,20.39,17.0,879.5,0.0,2.4,2.11,30.9,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=38, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,38,20,TRX01
2018-11-19 20:39:04,40.722851,-111.91893,1263.8,13.65,21.75,-9999.0,-9999.0,8.0,2.0,20.39,17.0,879.3,0.0,17.3,2.11,31.1,831.6,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=39, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,39,20,TRX01
2018-11-19 20:40:04,40.722683,-111.919121,1264.1,13.64,21.75,-9999.0,-9999.0,8.0,2.0,20.39,17.0,879.5,0.0,4.7,2.1,31.2,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=40, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,40,20,TRX01
2018-11-19 20:41:04,40.722843,-111.919067,1264.7,13.65,21.81,-9999.0,-9999.0,7.0,2.0,20.39,16.0,879.3,0.0,5.0,2.12,31.4,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=41, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,41,20,TRX01
2018-11-19 20:42:04,40.722683,-111.919449,1267.8,13.64,21.78,-9999.0,-9999.0,8.0,2.0,20.39,16.0,879.3,0.0,8.4,2.12,31.5,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=42, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,42,20,TRX01
2018-11-19 20:43:04,40.723011,-111.919212,1276.7,13.65,21.78,-9999.0,-9999.0,8.0,2.0,20.39,16.0,879.2,0.0,16.9,2.12,31.6,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=43, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,43,20,TRX01
2018-11-19 20:44:04,40.723003,-111.91909,1279.7,13.65,21.81,-9999.0,-9999.0,10.0,2.0,20.39,16.0,879.5,0.0,9.2,2.11,31.8,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=44, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,44,20,TRX01
2018-11-19 20:45:04,40.722988,-111.919029,1280.6,13.65,21.81,-9999.0,-9999.0,8.0,2.0,20.39,16.0,879.3,0.0,5.7,2.11,31.9,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=45, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,45,20,TRX01
2018-11-19 20:46:04,40.722843,-111.919205,1281.0,13.65,21.81,-9999.0,-9999.0,9.0,2.0,20.39,17.0,879.2,0.0,28.0,2.12,32.0,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=46, tm_sec=4, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,46,20,TRX01
2018-11-19 20:47:26,40.722813,-111.91922,1284.4,13.64,21.81,-9999.0,-9999.0,8.0,2.0,20.61,17.0,879.2,0.0,2.6,2.11,32.2,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=47, tm_sec=26, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,47,20,TRX01
2018-11-19 20:48:26,40.722694,-111.919159,1283.8,13.64,21.75,-9999.0,-9999.0,9.0,2.0,20.61,18.0,879.5,0.0,2.6,2.11,32.3,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=48, tm_sec=26, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,48,20,TRX01
2018-11-19 20:49:26,40.723122,-111.918976,1284.7,13.65,21.72,-9999.0,-9999.0,8.0,2.0,20.61,17.0,879.4,0.0,5.0,2.11,32.4,831.3,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=49, tm_sec=26, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,49,20,TRX01
2018-11-19 20:50:38,40.722767,-111.919136,1284.0,13.64,21.67,-9999.0,-9999.0,8.0,2.0,20.61,17.0,879.3,0.0,7.3,2.1,32.5,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=50, tm_sec=38, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,50,20,TRX01
2018-11-19 20:53:40,40.723209,-111.919037,1284.3,13.65,21.62,-9999.0,-9999.0,6.0,2.0,20.61,16.0,879.3,0.0,4.0,2.11,32.8,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=53, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,53,20,TRX01
2018-11-19 20:54:40,40.723003,-111.919266,1286.0,13.65,21.62,-9999.0,-9999.0,7.0,2.0,20.61,16.0,879.3,0.0,4.0,2.13,32.9,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=54, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,54,20,TRX01
2018-11-19 20:55:40,40.722633,-111.919167,1287.3,13.64,21.62,-9999.0,-9999.0,7.0,2.0,20.61,16.0,879.2,0.0,4.5,2.11,33.0,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=55, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,55,20,TRX01
2018-11-19 20:56:40,40.72287,-111.91909,1286.9,13.64,21.59,-9999.0,-9999.0,7.0,2.0,20.61,17.0,879.5,0.0,0.7,2.13,33.1,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=56, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,56,20,TRX01
2018-11-19 20:57:40,40.723007,-111.919052,1286.4,13.65,21.59,-9999.0,-9999.0,6.0,2.0,20.61,16.0,879.2,0.0,3.2,2.12,33.1,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=57, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,57,20,TRX01
2018-11-19 20:58:40,40.723114,-111.919022,1285.4,13.65,21.62,-9999.0,-9999.0,7.0,2.0,20.72,16.0,879.2,0.0,2.8,2.12,33.2,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=58, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,58,20,TRX01
2018-11-19 20:59:40,40.723106,-111.918945,1285.4,13.65,21.62,-9999.0,-9999.0,6.0,2.0,20.72,16.0,879.4,0.0,2.9,2.13,33.3,831.2,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=20, tm_min=59, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,59,20,TRX01
2018-11-19 21:00:40,40.723316,-111.9189,1288.5,13.64,21.62,-9999.0,-9999.0,7.0,2.0,20.72,16.0,879.3,0.0,3.6,2.1,33.4,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=0, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,0,21,TRX01
2018-11-19 21:01:40,40.722824,-111.919044,1292.7,13.65,21.64,-9999.0,-9999.0,6.0,2.0,20.78,16.0,879.1,0.0,2.9,2.11,33.4,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=1, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,1,21,TRX01
2018-11-19 21:02:40,40.722755,-111.919174,1291.9,13.65,21.64,-9999.0,-9999.0,7.0,2.0,20.78,16.0,879.4,0.0,2.6,2.12,33.5,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=2, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,2,21,TRX01
2018-11-19 21:03:40,40.722881,-111.919006,1286.9,13.65,21.67,-9999.0,-9999.0,7.0,2.0,20.78,16.0,879.3,0.0,-0.1,2.12,33.6,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=3, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,3,21,TRX01
2018-11-19 21:04:40,40.722858,-111.918884,1283.6,13.65,21.67,-9999.0,-9999.0,7.0,2.0,20.78,16.0,879.1,0.0,1.6,2.11,33.6,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=4, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,4,21,TRX01
2018-11-19 21:05:40,40.722965,-111.918915,1281.7,13.64,21.7,-9999.0,-9999.0,7.0,2.0,20.78,15.0,879.3,0.0,1.8,2.12,33.7,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=5, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,5,21,TRX01
2018-11-19 21:06:40,40.723114,-111.918991,1292.5,13.65,21.7,-9999.0,-9999.0,7.0,2.0,20.78,15.0,879.3,0.0,2.1,2.11,33.8,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=6, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,6,21,TRX01
2018-11-19 21:07:40,40.723209,-111.919121,1293.1,13.65,21.72,-9999.0,-9999.0,7.0,2.0,20.78,15.0,879.1,0.0,3.3,2.13,33.8,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=7, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,7,21,TRX01
2018-11-19 21:08:40,40.723045,-111.919189,1291.1,13.65,21.72,-9999.0,-9999.0,7.0,2.0,20.78,15.0,879.2,0.0,0.4,2.11,33.9,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=8, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,8,21,TRX01
2018-11-19 21:09:40,40.722931,-111.919098,1294.3,13.65,21.75,-9999.0,-9999.0,7.0,2.0,20.89,15.0,879.1,0.0,3.2,2.11,33.9,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=9, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,9,21,TRX01
2018-11-19 21:10:40,40.723103,-111.919022,1292.0,13.64,21.78,-9999.0,-9999.0,6.0,2.0,20.89,15.0,879.0,0.0,0.2,2.12,34.0,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=10, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,10,21,TRX01
2018-11-19 21:11:40,40.722816,-111.919128,1293.1,13.64,21.78,-9999.0,-9999.0,8.0,2.0,20.89,15.0,879.3,0.0,3.6,2.11,34.0,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=11, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,11,21,TRX01
2018-11-19 21:12:40,40.722874,-111.919128,1291.5,13.64,21.78,-9999.0,-9999.0,7.0,2.0,20.89,16.0,879.3,0.0,0.3,2.1,34.1,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=12, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,12,21,TRX01
2018-11-19 21:13:40,40.722973,-111.919014,1294.4,13.65,21.81,-9999.0,-9999.0,7.0,2.0,20.89,16.0,879.2,0.0,2.4,2.1,34.1,831.1,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=13, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,13,21,TRX01
2018-11-19 21:14:40,40.722805,-111.919167,1291.4,13.65,21.84,-9999.0,-9999.0,9.0,2.0,21.0,18.0,879.1,0.0,3.8,2.12,34.2,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=14, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,14,21,TRX01
2018-11-19 21:15:40,40.722809,-111.919182,1284.0,13.64,21.86,-9999.0,-9999.0,7.0,2.0,21.0,18.0,879.0,0.0,3.4,2.11,34.2,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=15, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,15,21,TRX01
2018-11-19 21:16:40,40.722836,-111.918915,1277.7,13.64,21.86,-9999.0,-9999.0,6.0,2.0,21.11,17.0,879.1,0.0,1.6,2.13,34.3,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=16, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,16,21,TRX01
2018-11-19 21:17:40,40.722973,-111.919083,1279.3,13.65,21.89,-9999.0,-9999.0,9.0,2.0,21.11,18.0,879.1,0.0,4.3,2.12,34.3,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=17, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,17,21,TRX01
2018-11-19 21:18:40,40.722694,-111.91909,1281.4,13.65,21.92,-9999.0,-9999.0,7.0,2.0,21.11,18.0,879.3,0.0,1.8,2.1,34.4,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=18, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,18,21,TRX01
2018-11-19 21:19:40,40.723083,-111.919113,1281.0,13.65,21.89,-9999.0,-9999.0,8.0,2.0,21.11,17.0,879.1,0.0,3.0,2.11,34.4,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=19, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,19,21,TRX01
2018-11-19 21:20:40,40.723011,-111.919197,1285.5,13.65,21.95,-9999.0,-9999.0,7.0,2.0,21.22,16.0,879.0,0.0,2.4,2.09,34.5,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=20, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,20,21,TRX01
2018-11-19 21:21:40,40.722969,-111.919029,1287.5,13.65,21.97,-9999.0,-9999.0,6.0,2.0,21.22,16.0,879.2,0.0,0.3,2.1,34.5,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=21, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,21,21,TRX01
2018-11-19 21:22:40,40.722996,-111.919037,1286.5,13.65,21.95,-9999.0,-9999.0,6.0,2.0,21.22,16.0,879.1,0.0,2.9,2.1,34.6,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=22, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,22,21,TRX01
2018-11-19 21:23:40,40.72298,-111.918945,1282.0,13.65,22.0,-9999.0,-9999.0,8.0,2.0,21.22,16.0,879.1,0.0,3.8,2.12,34.6,831.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=21, tm_min=23, tm_sec=40, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,23,21,TRX01
