Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2022-11-01 00:00:02,40.617191,-111.915146,1318.0,13.61,22.08,25.6,16.44,5.0,2.0,14.89,18.0,869.3,0.0,29.4,1.62,38.1,832.3,0,0,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=2, tm_wday=1, tm_yday=305, tm_isdst=-1)",2022-11-01,2022,11,305,1,0,0,TRX02
2022-11-01 00:01:02,40.613186,-111.9217,1310.5,13.61,22.03,27.16,16.65,5.0,2.0,7.0,18.0,870.1,0.0,36.5,1.6,38.0,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=1, tm_hour=0, tm_min=1, tm_sec=2, tm_wday=1, tm_yday=305, tm_isdst=-1)",2022-11-01,2022,11,305,1,1,0,TRX02
2022-11-01 00:02:02,40.60815,-111.924194,1315.1,13.61,21.97,26.52,16.61,6.0,2.0,13.11,18.0,869.7,0.0,25.0,1.62,38.0,832.5,0,0,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=1, tm_hour=0, tm_min=2, tm_sec=2, tm_wday=1, tm_yday=305, tm_isdst=-1)",2022-11-01,2022,11,305,1,2,0,TRX02
2022-11-30 23:59:54,40.722927,-111.91922,1296.9,13.56,24.81,12.33,22.18,4.0,2.0,19.11,12.0,867.8,0.0,-0.5,1.57,38.4,834.3,0,0,"time.struct_time(tm_year=2022, tm_mon=11, tm_mday=30, tm_hour=23, tm_min=59, tm_sec=54, tm_wday=2, tm_yday=334, tm_isdst=-1)",2022-11-30,2022,11,334,30,59,23,TRX02
