Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Temperature_degC,Train_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-06-01 04:52:02,40.723515,-111.918816,1294.7,13.56,23.93,20.29,35.74,3.0,2.0,20.22,24.0,865.9,0.0,28.8,2.18,38.7,825.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=52, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,52,4,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 04:53:02,40.722149,-111.917809,1295.1,13.56,23.93,20.83,31.38,3.0,2.0,20.61,24.0,865.9,0.0,30.7,2.18,38.7,825.3,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=53, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,53,4,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 04:54:02,40.721794,-111.917946,1296.7,13.56,23.9,21.31,30.43,4.0,2.0,20.39,23.0,866.0,0.0,33.3,2.22,38.7,823.4,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=54, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,54,4,TRX02,Good,< 12.00,4.00 - 6.00
2023-06-01 04:55:02,40.721619,-111.918076,1296.3,13.55,23.9,21.44,30.6,2.0,2.0,20.39,23.0,865.9,0.0,46.8,2.2,38.7,825.1,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=55, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,55,4,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 04:56:02,40.721714,-111.91954,1294.0,13.55,23.9,21.58,30.81,3.0,2.0,20.22,23.0,865.8,0.0,30.3,2.19,38.7,825.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=56, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,56,4,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 04:57:02,40.721714,-111.91954,1293.9,13.56,23.9,21.51,31.41,4.0,2.0,19.72,23.0,866.0,0.0,29.3,2.18,38.7,824.9,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=57, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,57,4,TRX02,Good,< 12.00,4.00 - 6.00
2023-06-01 04:58:02,40.721714,-111.91954,1293.9,13.56,23.9,21.44,31.28,3.0,2.0,17.78,23.0,865.9,0.0,29.2,2.21,38.7,823.6,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=58, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,58,4,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 04:59:02,40.721714,-111.91954,1293.9,13.56,23.87,21.37,31.89,3.0,2.0,19.61,23.0,866.2,0.0,23.0,2.19,38.7,825.1,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=4, tm_min=59, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,59,4,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 05:00:02,40.721714,-111.91954,1294.0,13.56,23.87,21.14,31.89,2.0,2.0,18.78,23.0,866.0,0.0,29.2,2.18,38.7,824.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=5, tm_min=0, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,0,5,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 05:01:02,40.721714,-111.91954,1293.9,13.56,23.87,21.04,32.33,2.0,2.0,17.89,23.0,865.9,0.0,21.9,2.18,38.7,825.2,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=5, tm_min=1, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,1,5,TRX02,Good,< 12.00,2.00 - 4.00
2023-06-01 05:02:02,40.721714,-111.91954,1293.9,13.56,23.87,21.04,32.83,5.0,2.0,18.39,23.0,866.2,0.0,19.4,2.19,38.7,825.4,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=5, tm_min=2, tm_sec=2, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,2,5,TRX02,Good,< 12.00,4.00 - 6.00
