Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2023-09-01 18:44:00,40.760365,-111.910645,-9999.0,0.0,0.0,1.0,13.33,26.3,24.6,40.52,1.0,3.3,9.4,16.8,1.0,25.61,35.6,654.9,0.0,61.2,1.98,27.6,840.6,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=18, tm_min=44, tm_sec=0, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,44,18,BUS04
2023-09-01 19:16:00,40.764523,-111.909973,1289.2,0.0,161.7,1.0,13.34,25.66,23.57,39.91,0.8,2.6,7.3,11.9,1.0,27.22,28.4,654.7,0.0,41.5,2.07,35.0,841.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=19, tm_min=16, tm_sec=0, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,16,19,BUS04
2023-09-01 19:46:00,40.764923,-111.905846,1289.8,0.0,92.1,1.0,13.37,24.92,22.96,42.74,0.7,2.2,5.1,8.1,1.0,27.28,29.9,654.7,0.0,36.6,2.08,35.9,840.8,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=19, tm_min=46, tm_sec=0, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,46,19,BUS04
2023-09-01 20:16:00,40.765694,-111.852432,1401.3,0.0,179.3,1.0,13.37,23.84,20.79,63.2,0.8,1.2,2.6,3.1,1.0,27.11,29.8,644.8,0.0,33.5,2.12,35.5,831.1,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=20, tm_min=16, tm_sec=0, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,16,20,BUS04
2023-09-01 20:59:00,40.763599,-111.909416,1284.5,0.0,161.4,1.0,13.44,23.56,23.75,42.1,0.4,0.7,1.2,1.6,1.0,26.0,29.5,655.3,0.0,42.5,2.06,32.4,841.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=20, tm_min=59, tm_sec=0, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,59,20,BUS04
2023-09-02 01:14:00,40.761562,-111.910469,1263.3,0.0,139.4,1.0,13.39,24.13,23.38,46.84,0.7,1.1,2.1,3.0,1.0,24.78,28.4,654.3,0.0,35.4,2.04,30.4,840.3,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=2, tm_hour=1, tm_min=14, tm_sec=0, tm_wday=5, tm_yday=245, tm_isdst=-1)",2023-09-02,2023,9,245,2,14,1,BUS04
2023-09-02 03:21:00,40.761642,-111.910545,1265.7,0.0,261.8,1.0,13.38,24.11,22.95,48.05,0.8,1.2,1.7,2.2,1.0,25.39,27.7,654.9,0.0,26.9,2.05,30.4,841.1,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=2, tm_hour=3, tm_min=21, tm_sec=0, tm_wday=5, tm_yday=245, tm_isdst=-1)",2023-09-02,2023,9,245,2,21,3,BUS04
2023-09-02 04:45:00,40.761559,-111.910606,1258.1,0.0,164.4,1.0,13.39,24.56,23.81,41.23,0.6,0.9,1.9,3.4,1.0,26.0,27.3,655.1,0.0,38.6,2.07,32.7,841.5,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=2, tm_hour=4, tm_min=45, tm_sec=0, tm_wday=5, tm_yday=245, tm_isdst=-1)",2023-09-02,2023,9,245,2,45,4,BUS04
2023-09-02 05:46:00,40.761539,-111.910583,1270.4,0.0,245.8,1.0,13.39,24.78,23.65,41.59,0.6,0.8,1.1,1.3,1.0,26.61,27.1,655.5,0.0,34.4,2.09,34.2,841.7,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=2, tm_hour=5, tm_min=46, tm_sec=0, tm_wday=5, tm_yday=245, tm_isdst=-1)",2023-09-02,2023,9,245,2,46,5,BUS04
2023-09-02 06:16:00,40.761688,-111.910492,1284.6,0.0,5.7,1.0,13.34,25.0,23.79,41.95,0.8,1.3,2.3,2.8,1.0,27.22,29.1,655.7,0.0,31.4,2.08,35.6,842.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=2, tm_hour=6, tm_min=16, tm_sec=0, tm_wday=5, tm_yday=245, tm_isdst=-1)",2023-09-02,2023,9,245,2,16,6,BUS04
