Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2021-11-01 05:39:05,40.765797,-111.909698,1277.2,-9999.0,-9999.0,-9999.0,13.26,13.19,12.15,62.43,11.0,2.0,11.0,46.0,872.1,0.0,2.0,2.04,16.6,822.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=39, tm_sec=5, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,39,5,BUS01
2021-11-01 05:41:35,40.765736,-111.909782,1277.0,-9999.0,-9999.0,-9999.0,13.22,13.21,12.26,61.95,12.0,2.0,11.11,47.0,872.2,0.0,-0.4,2.06,17.9,823.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=41, tm_sec=35, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,41,5,BUS01
2021-11-01 05:44:05,40.765785,-111.909805,1290.8,-9999.0,-9999.0,-9999.0,13.23,13.26,12.36,61.44,12.0,2.0,11.11,46.0,872.2,0.0,3.4,2.07,19.0,822.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=44, tm_sec=5, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,44,5,BUS01
2021-11-01 05:46:35,40.765862,-111.90979,1300.9,-9999.0,-9999.0,-9999.0,13.19,13.33,12.49,61.21,12.0,2.0,11.28,45.0,872.4,0.0,2.5,2.08,19.9,823.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=46, tm_sec=35, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,46,5,BUS01
2021-11-01 05:49:05,40.76569,-111.909645,1260.0,-9999.0,-9999.0,-9999.0,13.2,13.42,12.49,60.9,10.0,2.0,11.39,44.0,872.4,0.0,0.5,2.08,20.8,823.0,8.2,15.8,24.0,14.0,817.7,1.5,74.7,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=49, tm_sec=5, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,49,5,BUS01
2021-11-01 05:51:35,40.765888,-111.909836,1267.0,-9999.0,-9999.0,-9999.0,13.19,13.56,12.53,60.83,10.0,2.0,11.61,43.0,872.3,0.0,-0.1,2.08,21.5,823.7,38.4,12.8,51.2,14.0,817.8,1.52,74.9,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=51, tm_sec=35, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,51,5,BUS01
2021-11-01 05:54:05,40.765781,-111.90966,1276.6,-9999.0,-9999.0,-9999.0,13.19,13.68,12.56,61.21,10.0,2.0,11.78,42.0,872.4,0.0,-2.3,2.08,22.2,823.1,20.6,18.8,39.4,14.1,818.0,1.52,75.0,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=54, tm_sec=5, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,54,5,BUS01
2021-11-01 05:56:35,40.765774,-111.909897,1263.0,-9999.0,-9999.0,-9999.0,13.19,13.8,12.56,61.21,10.0,2.0,12.0,40.0,872.8,0.0,0.1,2.09,22.8,823.9,35.0,25.8,60.8,14.1,818.1,1.52,75.4,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=56, tm_sec=35, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,56,5,BUS01
2021-11-01 05:59:05,40.765766,-111.909874,1275.7,-9999.0,-9999.0,-9999.0,13.18,13.92,12.49,61.51,11.0,2.0,12.22,39.0,872.8,0.0,-0.1,2.1,23.4,823.5,30.2,18.8,49.0,14.2,818.2,1.52,75.0,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=5, tm_min=59, tm_sec=5, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,59,5,BUS01
2021-11-01 06:01:35,40.76556,-111.909515,1263.7,-9999.0,-9999.0,-9999.0,13.18,14.04,12.53,61.85,12.0,2.0,12.5,38.0,872.7,0.0,0.4,2.1,23.9,823.9,27.9,24.3,52.2,14.3,818.0,1.52,75.3,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=6, tm_min=1, tm_sec=35, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,1,6,BUS01
2021-11-01 06:04:05,40.765602,-111.909554,1283.0,-9999.0,-9999.0,-9999.0,13.18,14.16,12.49,61.99,11.0,2.0,12.72,38.0,872.5,0.0,-3.0,2.12,24.4,823.4,21.3,22.0,43.3,14.4,817.9,1.51,75.1,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=6, tm_min=4, tm_sec=5, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,4,6,BUS01
2021-11-01 06:06:35,40.765751,-111.90979,1280.2,-9999.0,-9999.0,-9999.0,13.18,14.3,12.53,61.85,11.0,2.0,12.89,37.0,872.5,0.0,-1.3,2.12,24.8,823.8,11.8,24.7,36.5,14.5,817.9,1.52,75.2,0.0,0,1,"time.struct_time(tm_year=2021, tm_mon=11, tm_mday=1, tm_hour=6, tm_min=6, tm_sec=35, tm_wday=0, tm_yday=305, tm_isdst=-1)",2021-11-01,2021,11,305,1,6,6,BUS01
