Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute
2023-04-01 00:00:00,40.578812,-111.833069,1464.6,-9999.0,-9999.0,-9999.0,13.81,13.38,8.2,33.12,3.0,2.0,9.61,23.0,857.4,0.0,43.5,1.81,29.5,817.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,0
2023-04-01 00:03:35,40.578808,-111.833069,1464.4,-9999.0,-9999.0,-9999.0,13.8,13.33,7.77,33.87,1.0,2.0,9.5,23.0,857.4,0.0,32.6,1.81,29.4,817.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=3, tm_sec=35, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,3
2023-04-01 00:06:05,40.578808,-111.833069,1464.3,-9999.0,-9999.0,-9999.0,13.8,13.29,7.39,33.41,1.0,2.0,9.5,23.0,857.6,0.0,45.6,1.81,29.4,817.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=5, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,6
2023-04-01 00:08:35,40.578808,-111.833069,1464.2,-9999.0,-9999.0,-9999.0,13.8,13.25,7.27,34.66,1.0,2.0,9.5,22.0,857.5,0.0,35.4,1.82,29.4,817.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=35, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,8
2023-04-01 00:11:05,40.578693,-111.834221,1462.3,-9999.0,-9999.0,-9999.0,13.8,13.22,7.47,32.64,6.0,2.0,9.61,23.0,857.7,0.0,48.9,1.81,29.4,817.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=11, tm_sec=5, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,11
2023-04-01 00:13:35,40.584442,-111.834023,1458.7,-9999.0,-9999.0,-9999.0,13.8,13.21,8.18,32.01,1.0,2.0,9.72,22.0,858.3,0.0,28.3,1.8,29.4,817.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=13, tm_sec=35, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,13
2023-04-01 00:16:05,40.602547,-111.833015,1416.0,-9999.0,-9999.0,-9999.0,13.8,13.17,8.64,31.59,2.0,2.0,9.72,23.0,863.3,0.0,47.8,1.8,29.4,822.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=16, tm_sec=5, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,16
2023-04-01 00:18:35,40.617241,-111.834236,1421.3,-9999.0,-9999.0,-9999.0,13.8,13.14,8.84,33.25,1.0,2.0,9.61,23.0,862.3,0.0,42.1,1.8,29.4,821.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=18, tm_sec=35, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,18
2023-04-01 00:21:05,40.633358,-111.834076,1363.5,-9999.0,-9999.0,-9999.0,13.81,13.13,9.58,31.37,2.0,2.0,9.61,23.0,868.7,0.0,41.3,1.78,29.4,828.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=21, tm_sec=5, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,21
2023-04-01 00:23:35,40.651756,-111.834976,1347.0,-9999.0,-9999.0,-9999.0,13.8,13.15,9.6,30.89,1.0,2.0,9.72,23.0,870.5,0.0,50.8,1.79,29.4,829.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=23, tm_sec=35, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,23
2023-04-01 00:26:05,40.665581,-111.83918,1332.9,-9999.0,-9999.0,-9999.0,13.8,13.16,9.2,32.95,2.0,2.0,9.72,24.0,871.8,0.0,44.0,1.79,29.4,831.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=4, tm_mday=1, tm_hour=0, tm_min=26, tm_sec=5, tm_wday=5, tm_yday=91, tm_isdst=-1)",2023-04-01,2023,4,91,1,26
