Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-07-01 00:00:00,40.692936,-111.965988,1301.0,11.27,269.7,1.0,13.46,35.95,31.14,16.49,2.0,2.0,37.72,11.0,873.6,0.0,56.9,2.59,48.7,811.1,14.9,-6.0,8.9,42.0,793.0,2.11,148.2,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,0,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:02:30,40.693253,-111.977036,1299.8,9.36,0.7,1.0,13.46,35.94,30.87,16.23,2.0,2.0,37.61,11.0,873.7,0.0,62.6,2.59,48.7,811.0,18.2,3.5,21.7,41.9,793.0,2.11,149.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=2, tm_sec=30, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,2,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:05:00,40.702457,-111.977066,1293.9,14.56,0.0,1.0,13.46,35.9,30.86,16.02,2.0,2.0,37.39,11.0,874.1,0.0,58.9,2.59,48.7,811.5,6.0,-9.6,-3.6,41.9,793.3,2.11,148.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,5,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:07:30,40.704308,-111.977043,1292.8,0.0,5.1,1.0,13.45,35.86,30.96,15.93,2.0,2.0,37.28,11.0,874.4,0.0,56.6,2.58,48.7,811.8,36.9,-3.5,33.4,41.9,793.7,2.1,149.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=7, tm_sec=30, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,7,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:10:00,40.713966,-111.977119,1289.9,16.93,0.4,1.0,13.46,35.86,30.97,15.77,2.0,2.0,37.22,11.0,874.2,0.0,57.4,2.59,48.7,811.6,24.3,-5.7,18.5,41.9,793.5,2.11,147.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,10,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:12:30,40.723637,-111.984619,1292.0,7.05,140.3,1.0,13.46,35.83,30.84,16.55,2.0,2.0,36.89,11.0,874.5,0.0,55.5,2.59,48.7,811.8,31.8,38.3,70.1,41.9,793.8,2.11,149.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=12, tm_sec=30, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,12,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:15:00,40.725964,-111.986397,1298.4,8.95,0.0,1.0,13.46,35.78,30.41,15.97,2.0,2.0,36.78,10.0,873.7,0.0,51.4,2.58,48.7,811.1,45.6,-56.0,-10.4,41.9,792.9,2.11,148.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,15,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:17:30,40.730839,-111.976357,1293.2,5.35,88.6,1.0,13.46,35.72,30.41,16.15,1.0,2.0,36.72,10.0,874.8,0.0,50.7,2.59,48.7,812.0,-0.8,-71.1,-71.9,41.9,794.0,2.11,149.6,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=17, tm_sec=30, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,17,0,BUS03,Good,< 12.00,< 2.00
2023-07-01 00:20:00,40.726109,-111.96067,1292.0,14.76,96.9,1.0,13.45,35.71,30.77,15.81,2.0,2.0,36.61,11.0,874.3,0.0,58.2,2.58,48.6,811.8,30.2,18.1,48.3,41.9,793.5,2.11,149.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=20, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,20,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-07-01 00:22:30,40.733093,-111.944077,1283.4,14.56,89.7,1.0,13.46,35.68,30.83,15.82,2.0,2.0,36.28,11.0,874.7,0.0,56.8,2.59,48.6,811.9,27.5,-3.7,23.8,41.9,793.5,2.11,148.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=22, tm_sec=30, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,22,0,BUS03,Good,< 12.00,2.00 - 4.00
