Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-07-05 15:29:05,40.765224,-111.90976,1239.0,-9999.0,-9999.0,-9999.0,13.56,27.24,29.31,10.73,3.0,2.0,27.5,18.0,872.8,0.0,16.7,2.39,28.7,823.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=29, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,29,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:31:35,40.765541,-111.909355,1260.3,-9999.0,-9999.0,-9999.0,13.53,27.6,29.51,10.23,3.0,2.0,28.5,17.0,872.8,0.0,22.3,2.37,30.1,823.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=31, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,31,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:34:05,40.765697,-111.909576,1256.2,-9999.0,-9999.0,-9999.0,13.53,28.06,29.79,9.95,2.0,2.0,28.89,16.0,872.6,0.0,25.3,2.43,31.3,823.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=34, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,34,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:36:35,40.765686,-111.909622,1263.9,-9999.0,-9999.0,-9999.0,13.53,28.44,29.89,10.03,2.0,2.0,28.78,15.0,872.5,0.0,28.9,2.39,32.3,823.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=36, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,36,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:39:05,40.765617,-111.909592,1270.0,-9999.0,-9999.0,-9999.0,13.0,28.69,29.97,9.96,2.0,2.0,28.72,15.0,872.6,0.0,32.4,2.41,33.2,823.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=39, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,39,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:41:35,40.76569,-111.909843,1273.0,-9999.0,-9999.0,-9999.0,13.5,28.91,29.89,9.89,2.0,2.0,28.72,14.0,872.6,0.0,39.5,2.42,33.9,823.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=41, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,41,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:44:05,40.765778,-111.909729,1280.3,-9999.0,-9999.0,-9999.0,13.49,29.12,29.79,10.09,3.0,2.0,28.78,14.0,872.8,0.0,35.6,2.4,34.7,823.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=44, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,44,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:46:35,40.765842,-111.909607,1281.7,-9999.0,-9999.0,-9999.0,13.49,29.33,29.85,10.14,2.0,2.0,28.89,14.0,872.7,0.0,28.1,2.42,35.3,823.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=46, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,46,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:49:05,40.765888,-111.909744,1273.9,-9999.0,-9999.0,-9999.0,13.5,29.54,29.93,9.98,2.0,2.0,29.0,14.0,872.8,0.0,34.0,2.42,35.8,823.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=49, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,49,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:51:35,40.765919,-111.909752,1261.6,-9999.0,-9999.0,-9999.0,13.49,29.75,29.99,9.88,2.0,2.0,29.22,13.0,872.5,0.0,35.3,2.44,36.3,823.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=51, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,51,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:54:05,40.765846,-111.909706,1257.1,-9999.0,-9999.0,-9999.0,13.5,29.96,30.03,9.96,1.0,2.0,29.28,13.0,872.8,0.0,39.5,2.42,36.8,823.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=54, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,54,15,BUS01,Good,< 12.00,< 2.00
2022-07-05 15:56:35,40.765739,-111.909775,1261.9,-9999.0,-9999.0,-9999.0,13.5,30.17,30.03,10.02,2.0,2.0,29.39,13.0,872.8,0.0,32.4,2.43,37.2,823.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=56, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,56,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 15:59:05,40.765823,-111.909798,1264.4,-9999.0,-9999.0,-9999.0,13.5,30.37,30.07,10.17,2.0,2.0,29.61,13.0,872.6,0.0,28.2,2.44,37.6,823.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=15, tm_min=59, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,59,15,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:01:35,40.765694,-111.909576,1262.3,-9999.0,-9999.0,-9999.0,13.49,30.57,30.25,10.11,1.0,2.0,29.78,13.0,872.8,0.0,37.6,2.43,38.0,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=1, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,1,16,BUS01,Good,< 12.00,< 2.00
2022-07-05 16:04:05,40.765713,-111.909561,1263.5,-9999.0,-9999.0,-9999.0,13.5,30.77,30.31,10.29,2.0,2.0,29.89,13.0,872.6,0.0,37.7,2.45,38.4,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=4, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,4,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:06:35,40.765598,-111.909653,1262.2,-9999.0,-9999.0,-9999.0,13.46,30.96,30.35,10.11,2.0,2.0,30.11,13.0,872.7,0.0,38.7,2.44,38.7,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=6, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,6,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:09:05,40.765781,-111.909821,1261.4,-9999.0,-9999.0,-9999.0,13.46,31.14,30.36,10.26,1.0,2.0,30.22,12.0,872.6,0.0,26.8,2.43,39.0,823.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=9, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,9,16,BUS01,Good,< 12.00,< 2.00
2022-07-05 16:11:35,40.765633,-111.909706,1269.9,-9999.0,-9999.0,-9999.0,13.46,31.33,30.31,10.07,1.0,2.0,30.39,12.0,872.8,0.0,35.9,2.45,39.3,823.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=11, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,11,16,BUS01,Good,< 12.00,< 2.00
2022-07-05 16:14:05,40.765728,-111.909775,1276.3,-9999.0,-9999.0,-9999.0,13.46,31.5,30.35,10.11,2.0,2.0,30.5,12.0,872.7,0.0,31.3,2.47,39.6,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=14, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,14,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:16:35,40.765575,-111.909584,1284.9,-9999.0,-9999.0,-9999.0,13.46,31.67,30.33,10.21,2.0,2.0,30.72,12.0,872.6,0.0,38.1,2.47,39.9,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=16, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,16,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:19:05,40.765514,-111.909668,1283.5,-9999.0,-9999.0,-9999.0,13.45,31.84,30.35,10.07,1.0,2.0,30.78,12.0,872.7,0.0,36.9,2.46,40.2,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=19, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,19,16,BUS01,Good,< 12.00,< 2.00
2022-07-05 16:21:35,40.765701,-111.909607,1288.2,-9999.0,-9999.0,-9999.0,13.46,32.0,30.39,10.15,1.0,2.0,30.89,12.0,872.6,0.0,34.2,2.46,40.4,823.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=21, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,21,16,BUS01,Good,< 12.00,< 2.00
2022-07-05 16:24:05,40.76561,-111.909531,1293.3,-9999.0,-9999.0,-9999.0,13.46,32.16,30.67,10.01,2.0,2.0,31.11,12.0,872.8,0.0,30.3,2.44,40.7,823.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=24, tm_sec=5, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,24,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:26:35,40.765747,-111.909645,1301.1,-9999.0,-9999.0,-9999.0,13.46,32.31,30.83,10.07,2.0,2.0,31.22,12.0,872.8,0.0,29.7,2.46,40.9,823.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=26, tm_sec=35, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,26,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:30:10,40.765602,-111.909645,1292.1,-9999.0,-9999.0,-9999.0,13.46,32.53,30.76,10.29,4.0,2.0,31.39,12.0,872.6,0.0,40.6,2.46,41.2,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=30, tm_sec=10, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,30,16,BUS01,Good,< 12.00,4.00 - 6.00
2022-07-05 16:32:40,40.765549,-111.909561,1292.6,-9999.0,-9999.0,-9999.0,13.46,32.68,30.73,10.13,2.0,2.0,31.61,11.0,872.8,0.0,37.4,2.43,41.4,823.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=32, tm_sec=40, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,32,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:35:10,40.765575,-111.909561,1297.4,-9999.0,-9999.0,-9999.0,13.46,32.82,30.73,10.13,3.0,2.0,31.72,11.0,872.8,0.0,37.0,2.47,41.7,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=35, tm_sec=10, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,35,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:37:40,40.765724,-111.909752,1282.0,-9999.0,-9999.0,-9999.0,13.46,32.96,30.69,10.39,3.0,2.0,31.78,11.0,872.6,0.0,34.5,2.44,41.9,823.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=37, tm_sec=40, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,37,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:40:10,40.76569,-111.909767,1294.1,-9999.0,-9999.0,-9999.0,13.43,33.1,30.75,10.45,2.0,2.0,31.89,11.0,872.9,0.0,36.2,2.46,42.0,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=40, tm_sec=10, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,40,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:42:40,40.765827,-111.910004,1299.3,-9999.0,-9999.0,-9999.0,13.43,33.23,30.88,10.55,2.0,2.0,32.0,11.0,872.7,0.0,40.6,2.46,42.2,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=42, tm_sec=40, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,42,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:45:10,40.765625,-111.909637,1300.4,-9999.0,-9999.0,-9999.0,13.43,33.36,30.95,10.41,2.0,2.0,32.11,11.0,872.8,0.0,35.7,2.44,42.4,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=45, tm_sec=10, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,45,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:47:40,40.765724,-111.909706,1290.4,-9999.0,-9999.0,-9999.0,13.42,33.51,30.97,10.35,3.0,2.0,32.28,11.0,872.8,0.0,38.3,2.45,42.6,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=47, tm_sec=40, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,47,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:50:10,40.765572,-111.909744,1305.1,-9999.0,-9999.0,-9999.0,13.43,33.77,30.99,10.39,2.0,2.0,32.5,11.0,872.8,0.0,38.8,2.45,42.8,823.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=50, tm_sec=10, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,50,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:52:40,40.765514,-111.909523,1313.5,-9999.0,-9999.0,-9999.0,13.43,34.04,31.09,10.49,1.0,2.0,32.61,11.0,872.7,0.0,38.4,2.47,42.9,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=52, tm_sec=40, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,52,16,BUS01,Good,< 12.00,< 2.00
2022-07-05 16:55:10,40.765652,-111.909492,1309.0,-9999.0,-9999.0,-9999.0,13.43,34.27,31.15,10.59,2.0,2.0,32.72,11.0,872.8,0.0,38.5,2.46,43.1,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=55, tm_sec=10, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,55,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 16:57:40,40.765533,-111.90947,1294.7,-9999.0,-9999.0,-9999.0,13.43,34.45,31.18,10.55,2.0,2.0,32.89,11.0,872.6,0.0,37.4,2.45,43.3,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=16, tm_min=57, tm_sec=40, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,57,16,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 17:00:10,40.765701,-111.909637,1282.1,-9999.0,-9999.0,-9999.0,13.43,34.6,31.21,10.55,3.0,2.0,33.0,11.0,872.6,0.0,31.5,2.48,43.4,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=17, tm_min=0, tm_sec=10, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,0,17,BUS01,Good,< 12.00,2.00 - 4.00
2022-07-05 17:02:40,40.765621,-111.909653,1283.9,-9999.0,-9999.0,-9999.0,13.43,34.74,31.32,10.7,2.0,2.0,33.11,11.0,872.9,0.0,38.5,2.48,43.6,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=7, tm_mday=5, tm_hour=17, tm_min=2, tm_sec=40, tm_wday=1, tm_yday=186, tm_isdst=-1)",2022-07-05,2022,7,186,5,2,17,BUS01,Good,< 12.00,2.00 - 4.00
