Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute
2022-06-01 00:24:00,40.784271,-111.983101,1287.5,13.62,21.1,42.63,15.46,0.0,2.0,14.11,28.0,876.3,0.0,29.5,1.74,37.4,834.1,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=24, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,24
2022-06-01 00:25:00,40.784271,-111.983101,1287.5,13.62,21.07,42.63,15.5,1.0,2.0,14.39,28.0,876.3,0.0,30.6,1.73,37.3,834.1,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=25, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,25
2022-06-01 00:26:00,40.784271,-111.983101,1287.4,13.62,21.07,42.8,15.63,1.0,2.0,14.22,28.0,876.1,0.0,30.6,1.72,37.2,834.0,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=26, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,26
2022-06-01 00:27:00,40.784302,-111.982521,1286.8,13.61,21.04,43.47,15.7,0.0,2.0,14.11,28.0,876.3,0.0,33.7,1.72,37.2,834.0,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=27, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,27
2022-06-01 01:05:02,40.712543,-111.927338,1291.7,13.65,21.51,44.01,16.11,1.0,2.0,14.28,28.0,875.5,0.0,24.4,1.73,36.4,833.4,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=5, tm_sec=2, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,5
2022-06-01 01:06:02,40.711136,-111.939407,1291.3,13.64,21.51,43.91,16.14,1.0,2.0,14.28,28.0,875.4,0.0,29.9,1.72,36.4,833.3,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=6, tm_sec=2, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,6
2022-06-01 01:07:02,40.711143,-111.941933,1290.6,13.65,21.53,42.19,16.24,1.0,2.0,14.39,28.0,875.6,0.0,29.4,1.73,36.4,833.4,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=7, tm_sec=2, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,7
2022-06-01 01:08:02,40.708138,-111.945236,1289.6,13.65,21.53,41.92,16.41,1.0,2.0,14.39,28.0,875.7,0.0,24.7,1.73,36.4,833.5,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=8, tm_sec=2, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,8
2022-06-01 01:09:14,40.704552,-111.948692,1293.0,13.64,21.53,42.16,16.07,0.0,2.0,14.28,27.0,875.5,0.0,34.7,1.71,36.4,833.3,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=9, tm_sec=14, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,9
2022-06-01 01:10:14,40.703789,-111.953079,1299.0,13.64,21.53,42.29,15.84,1.0,2.0,15.11,27.0,874.7,0.0,65.6,1.74,36.4,832.4,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=10, tm_sec=14, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,10
2022-06-01 01:11:14,40.701969,-111.958008,1295.3,13.64,21.56,40.91,16.44,1.0,2.0,15.22,27.0,875.4,0.0,18.1,1.72,36.4,833.1,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=11, tm_sec=14, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,11
2022-06-01 01:12:26,40.695019,-111.958008,1298.9,13.64,21.56,40.74,16.48,1.0,2.0,15.0,27.0,875.2,0.0,30.1,1.73,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=12, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,12
2022-06-01 01:13:26,40.694351,-111.95945,1296.8,13.65,21.59,40.67,16.27,1.0,2.0,14.89,27.0,875.2,0.0,33.2,1.73,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=13, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,13
2022-06-01 01:14:26,40.694351,-111.95945,1296.5,13.64,21.59,39.99,16.41,1.0,2.0,15.28,27.0,874.9,0.0,33.9,1.73,36.4,832.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=14, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,14
2022-06-01 01:15:26,40.694351,-111.95945,1296.4,13.65,21.62,40.5,16.51,0.0,2.0,14.78,27.0,875.3,0.0,30.8,1.73,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=15, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,15
2022-06-01 01:16:26,40.694351,-111.95945,1296.3,13.64,21.62,40.87,16.34,0.0,2.0,14.61,27.0,875.0,0.0,27.5,1.73,36.4,832.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=16, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,16
2022-06-01 01:17:26,40.694351,-111.95945,1296.2,13.65,21.64,41.85,16.07,1.0,2.0,14.28,27.0,875.3,0.0,30.3,1.72,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=17, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,17
2022-06-01 01:18:26,40.694351,-111.95945,1296.1,13.65,21.64,42.49,15.8,1.0,2.0,14.28,27.0,875.0,0.0,29.8,1.72,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=18, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,18
2022-06-01 01:19:26,40.694351,-111.95945,1295.9,13.65,21.64,42.8,15.63,1.0,2.0,14.11,27.0,875.1,0.0,28.7,1.72,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=19, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,19
2022-06-01 01:20:26,40.694351,-111.95945,1295.7,13.64,21.67,43.4,15.4,1.0,2.0,14.0,27.0,875.1,0.0,35.6,1.73,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=20, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,20
2022-06-01 01:21:26,40.694355,-111.95945,1295.6,13.65,21.67,43.51,15.4,0.0,2.0,13.89,27.0,875.2,0.0,27.7,1.72,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=21, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,21
2022-06-01 01:22:26,40.694351,-111.958961,1294.8,13.64,21.67,43.95,15.23,1.0,2.0,13.61,26.0,875.0,0.0,4.3,1.71,36.4,832.7,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=22, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,22
2022-06-01 01:23:26,40.695698,-111.957993,1300.9,13.65,21.67,44.35,15.19,1.0,2.0,13.61,27.0,875.3,0.0,-3.9,1.72,36.4,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=23, tm_sec=26, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,23
2022-06-01 01:40:28,40.750816,-111.896767,1297.8,13.65,21.07,45.06,14.55,1.0,2.0,13.0,28.0,875.9,0.0,34.0,1.73,36.2,833.7,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=40, tm_sec=28, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,40
2022-06-01 01:41:28,40.754089,-111.896156,1295.7,13.65,21.02,44.65,14.38,1.0,2.0,12.61,28.0,876.1,0.0,31.7,1.73,36.2,833.6,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=41, tm_sec=28, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,41
2022-06-01 01:42:28,40.754089,-111.891907,1291.8,13.65,20.96,45.06,14.42,1.0,2.0,12.5,28.0,875.5,0.0,18.0,1.72,36.2,833.2,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=42, tm_sec=28, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,42
2022-06-01 01:43:28,40.756046,-111.891182,1299.1,13.65,20.91,44.96,14.32,0.0,2.0,13.0,28.0,875.5,0.0,31.9,1.72,36.2,833.3,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=43, tm_sec=28, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,43
2022-06-01 01:44:40,40.758991,-111.891029,1300.9,13.65,20.83,44.86,14.32,1.0,2.0,12.61,28.0,875.3,0.0,28.0,1.72,36.1,832.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=44, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,44
2022-06-01 01:45:40,40.759506,-111.891045,1297.9,13.66,20.77,44.55,14.42,1.0,2.0,13.11,28.0,875.1,0.0,40.1,1.72,36.1,832.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=45, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,45
2022-06-01 01:46:40,40.761822,-111.891045,1306.7,13.68,20.72,44.76,14.45,2.0,2.0,12.72,28.0,874.5,0.0,54.4,1.72,36.1,832.2,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=46, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,46
2022-06-01 01:47:40,40.763672,-111.891022,1326.5,13.68,20.66,45.13,14.42,0.0,2.0,13.0,28.0,874.3,0.0,35.7,1.72,36.0,831.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=47, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,47
2022-06-01 01:48:40,40.767715,-111.891129,1353.3,13.67,20.61,45.87,14.28,2.0,2.0,12.72,28.0,873.0,0.0,28.4,1.72,36.0,830.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=48, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,48
2022-06-01 01:49:40,40.769154,-111.891373,1375.3,13.68,20.53,44.11,14.32,0.0,2.0,12.72,29.0,872.8,0.0,32.0,1.74,36.0,830.6,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=49, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,49
2022-06-01 01:50:40,40.769386,-111.893501,1345.6,13.66,20.48,46.61,14.21,0.0,2.0,12.78,29.0,873.2,0.0,33.4,1.73,35.9,831.1,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=50, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,50
2022-06-01 01:51:40,40.769325,-111.89624,1334.3,13.68,20.45,48.51,14.08,0.0,2.0,12.61,29.0,873.8,0.0,51.7,1.73,35.9,831.6,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=51, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,51
2022-06-01 01:52:40,40.76939,-111.901024,1309.9,13.67,20.4,48.1,14.05,0.0,2.0,12.28,29.0,874.5,0.0,33.6,1.73,35.9,832.4,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=52, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,52
2022-06-01 01:53:40,40.769547,-111.902435,1299.0,13.68,20.34,48.37,13.98,0.0,2.0,12.5,29.0,874.9,0.0,29.8,1.72,35.8,832.7,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=53, tm_sec=40, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,53
2022-06-01 01:59:42,40.771545,-111.929985,1278.1,13.67,20.08,44.83,14.69,1.0,2.0,12.78,30.0,876.3,0.0,67.9,1.73,35.6,833.7,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=59, tm_sec=42, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,59
2022-06-01 02:00:42,40.771561,-111.934853,1278.1,13.67,20.0,43.68,14.79,1.0,2.0,13.28,30.0,876.0,0.0,29.2,1.72,35.6,833.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=0, tm_sec=42, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,0
2022-06-01 02:01:42,40.771584,-111.942284,1279.6,13.68,19.97,42.39,15.09,1.0,2.0,13.22,30.0,876.3,0.0,3.2,1.73,35.5,833.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=1, tm_sec=42, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,1
2022-06-01 02:02:42,40.771587,-111.946587,1283.1,13.68,19.94,43.14,15.3,1.0,2.0,13.28,30.0,876.0,0.0,23.8,1.72,35.5,833.7,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=2, tm_sec=42, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,2
2022-06-01 02:04:34,40.767078,-111.961075,1284.5,13.71,19.89,41.62,15.57,0.0,2.0,12.61,30.0,875.8,0.0,9.9,1.73,35.4,833.3,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=4, tm_sec=34, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,4
2022-06-01 02:05:34,40.765717,-111.976654,1282.3,13.69,19.86,42.87,15.4,1.0,2.0,12.78,30.0,875.8,0.0,11.2,1.73,35.4,833.2,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=5, tm_sec=34, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,5
2022-06-01 02:06:34,40.773647,-111.985107,1281.7,13.7,19.81,47.63,14.89,0.0,2.0,11.78,30.0,875.9,0.0,26.9,1.72,35.4,833.2,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=6, tm_sec=34, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,6
2022-06-01 02:07:34,40.779121,-111.979782,1281.0,13.7,19.78,44.29,14.56,0.0,2.0,12.39,30.0,876.1,0.0,34.6,1.72,35.3,833.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=7, tm_sec=34, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,7
2022-06-01 02:08:34,40.781113,-111.980049,1284.1,13.7,19.76,44.96,14.59,1.0,2.0,12.89,30.0,876.2,0.0,24.8,1.72,35.3,833.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=8, tm_sec=34, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,8
2022-06-01 02:09:34,40.781113,-111.980049,1284.1,13.7,19.73,44.86,14.69,0.0,2.0,13.22,30.0,876.2,0.0,29.7,1.72,35.3,833.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=9, tm_sec=34, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,9
2022-06-01 02:10:34,40.78199,-111.980217,1285.3,13.69,19.7,44.08,14.76,0.0,2.0,13.11,30.0,876.2,0.0,32.8,1.72,35.2,833.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=10, tm_sec=34, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,10
