Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-08-01 00:00:00,40.542557,-112.012665,1472.5,12.98,45.96,16.92,35.26,4.0,2.0,34.78,10.0,856.1,0.0,52.0,1.84,61.5,816.5,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,0,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:01:00,40.542561,-112.012665,1472.4,13.0,45.9,15.84,35.33,3.0,2.0,38.39,10.0,856.0,0.0,56.6,1.83,61.5,816.5,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=1, tm_sec=0, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,1,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:03:02,40.542561,-112.012657,1471.7,13.01,45.79,15.94,35.53,3.0,2.0,38.61,10.0,856.1,0.0,51.3,1.83,61.4,816.5,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=3, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,3,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:04:02,40.542561,-112.012657,1471.5,13.01,45.73,15.17,35.66,4.0,2.0,38.22,10.0,856.2,0.0,50.9,1.83,61.3,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=4, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,4,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:05:02,40.542561,-112.012665,1471.3,13.01,45.73,14.69,35.8,4.0,2.0,38.5,10.0,856.1,0.0,60.9,1.83,61.3,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,5,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:06:02,40.542561,-112.012665,1471.1,13.01,45.68,14.76,35.9,3.0,2.0,37.89,10.0,856.2,0.0,56.7,1.84,61.2,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,6,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:07:02,40.542561,-112.012665,1471.0,13.02,45.68,15.67,35.8,3.0,2.0,37.0,10.0,855.9,0.0,55.7,1.83,61.2,816.5,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=7, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,7,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:08:02,40.542561,-112.012665,1471.0,13.02,45.62,14.73,35.8,4.0,2.0,38.28,10.0,856.1,0.0,52.1,1.83,61.1,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,8,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:09:02,40.542564,-112.012665,1471.1,13.01,45.57,14.96,35.87,4.0,2.0,37.61,10.0,856.1,0.0,51.9,1.81,61.1,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=9, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,9,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:10:02,40.542564,-112.012665,1471.1,13.02,45.57,14.79,35.9,5.0,2.0,27.0,10.0,856.0,0.0,51.8,1.83,61.0,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,10,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:11:02,40.542561,-112.012665,1471.1,13.01,45.51,14.83,36.0,3.0,2.0,38.5,10.0,856.0,0.0,50.0,1.84,61.0,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=11, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,11,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:12:02,40.542561,-112.012665,1471.1,13.01,45.46,14.59,36.03,3.0,2.0,38.61,10.0,856.1,0.0,50.3,1.85,61.0,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=12, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,12,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:13:02,40.542561,-112.012665,1471.1,13.01,45.41,14.56,36.07,3.0,2.0,37.89,10.0,855.8,0.0,52.6,1.82,60.9,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=13, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,13,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:14:02,40.542564,-112.012672,1471.3,13.02,45.35,14.39,36.14,3.0,2.0,37.89,10.0,855.8,0.0,51.7,1.82,60.9,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=14, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,14,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:15:02,40.542564,-112.012672,1471.3,13.01,45.3,14.39,36.14,4.0,2.0,37.72,10.0,855.8,0.0,53.5,1.83,60.8,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,15,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:16:02,40.542564,-112.012665,1471.5,13.01,45.24,14.52,35.97,3.0,2.0,37.61,10.0,856.0,0.0,51.1,1.86,60.8,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=16, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,16,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:17:02,40.542564,-112.012665,1471.7,13.0,45.19,14.76,35.87,4.0,2.0,37.78,10.0,855.8,0.0,53.7,1.84,60.7,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=17, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,17,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:18:02,40.542561,-112.012665,1471.9,13.02,45.14,15.07,35.9,3.0,2.0,38.0,10.0,855.8,0.0,49.5,1.81,60.7,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=18, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,18,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:19:02,40.542561,-112.012665,1471.9,13.02,45.08,14.22,35.9,3.0,2.0,37.72,10.0,855.8,0.0,46.9,1.83,60.6,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=19, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,19,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:20:02,40.542561,-112.012665,1472.0,13.02,44.97,14.93,35.87,4.0,2.0,37.61,10.0,856.0,0.0,49.8,1.83,60.6,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=20, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,20,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:21:02,40.542561,-112.012665,1472.1,13.01,44.87,14.76,35.76,4.0,2.0,37.39,10.0,856.0,0.0,51.9,1.83,60.5,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=21, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,21,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:22:02,40.542561,-112.012665,1472.2,13.01,44.81,15.17,35.76,3.0,2.0,37.78,10.0,856.1,0.0,48.3,1.83,60.5,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=22, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,22,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:23:02,40.542561,-112.012665,1472.1,13.02,44.76,15.64,35.7,3.0,2.0,37.72,10.0,856.1,0.0,49.0,1.84,60.4,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=23, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,23,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:24:02,40.542561,-112.012665,1472.2,13.01,44.65,15.3,35.76,4.0,2.0,37.39,10.0,855.8,0.0,52.4,1.83,60.3,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=24, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,24,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:25:02,40.542561,-112.012665,1472.1,13.01,44.6,15.17,35.73,4.0,2.0,37.28,10.0,855.7,0.0,51.4,1.82,60.3,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=25, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,25,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:26:02,40.542564,-112.012665,1472.2,13.01,44.55,14.79,35.6,4.0,2.0,36.89,10.0,856.0,0.0,54.8,1.85,60.2,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=26, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,26,0,TRX02,Good,< 12.00,4.00 - 6.00
2022-08-01 00:27:02,40.542561,-112.012665,1472.4,13.01,44.49,14.93,35.39,3.0,2.0,36.89,10.0,855.7,0.0,53.0,1.83,60.2,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=27, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,27,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-08-01 00:28:02,40.542561,-112.012657,1472.5,13.0,44.44,15.17,35.39,4.0,2.0,36.28,10.0,856.0,0.0,51.3,1.82,60.1,816.6,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=28, tm_sec=2, tm_wday=0, tm_yday=213, tm_isdst=-1)",2022-08-01,2022,8,213,1,28,0,TRX02,Good,< 12.00,4.00 - 6.00
