Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Temperature_degC,Train_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-09-01 00:06:04,40.769211,-111.838531,1490.6,12.98,43.92,34.41,13.04,6.0,2.0,35.5,7.0,847.1,0.0,59.7,2.41,57.0,799.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,6,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:07:04,40.769642,-111.839027,1489.9,12.99,43.87,34.65,13.55,6.0,2.0,32.78,7.0,847.0,0.0,59.7,2.39,57.0,799.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=7, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,7,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:08:04,40.769642,-111.839027,1489.9,12.98,43.81,34.58,13.58,7.0,2.0,24.5,7.0,847.1,0.0,55.3,2.4,57.0,798.9,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,8,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:09:04,40.769642,-111.839027,1489.9,12.99,43.76,34.62,12.94,6.0,2.0,27.61,7.0,846.8,0.0,49.7,2.4,57.0,799.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=9, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,9,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:10:04,40.769642,-111.839027,1489.9,12.99,43.71,34.55,12.43,6.0,2.0,35.11,7.0,846.9,0.0,57.8,2.4,57.0,798.9,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,10,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:11:04,40.769642,-111.83902,1490.1,12.98,43.66,34.62,12.26,6.0,2.0,36.39,7.0,847.0,0.0,51.1,2.41,56.9,799.1,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=11, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,11,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:12:04,40.769646,-111.83902,1490.4,12.99,43.61,34.31,12.7,6.0,2.0,33.61,7.0,846.8,0.0,61.5,2.4,56.9,798.7,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=12, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,12,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:13:04,40.769646,-111.83902,1490.8,12.99,43.56,34.24,12.87,7.0,2.0,32.5,7.0,847.0,0.0,59.5,2.39,56.9,798.9,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=13, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,13,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:14:04,40.769646,-111.83902,1491.1,12.99,43.51,33.77,13.92,7.0,2.2,34.89,7.0,847.1,40.0,63.5,2.39,56.9,798.9,1,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=14, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,14,0,TRX02,Good,< 12.00,6.00 - 8.00
2023-09-01 00:15:04,40.76965,-111.83902,1491.4,12.99,43.4,33.77,14.02,10.0,2.0,35.0,7.0,847.0,40.0,64.2,2.4,56.9,798.9,1,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,15,0,TRX02,Good,< 12.00,10.00 - 12.00
2023-09-01 00:16:04,40.76965,-111.83902,1491.6,12.98,43.35,33.6,14.02,9.0,2.0,30.61,7.0,846.8,40.0,67.1,2.4,56.9,799.1,1,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=16, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,16,0,TRX02,Good,< 12.00,8.00 - 10.00
2023-09-01 00:17:04,40.768482,-111.837341,1494.2,12.98,43.3,33.74,13.78,8.0,2.0,33.89,8.0,847.0,40.0,71.8,2.4,56.8,798.8,1,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=17, tm_sec=4, tm_wday=4, tm_yday=244, tm_isdst=-1)",2023-09-01,2023,9,244,1,17,0,TRX02,Good,< 12.00,8.00 - 10.00
