Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute
2018-11-19 19:00:02,40.722481,-111.919144,1334.5,13.72,20.5,-9999.0,-9999.0,4.0,2.0,19.22,21.0,881.5,0.0,5.2,2.13,24.6,835.0,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=0, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,0
2018-11-19 19:01:02,40.722488,-111.919075,1329.4,13.71,20.5,-9999.0,-9999.0,5.0,2.0,19.28,21.0,881.6,0.0,4.4,2.13,25.1,834.9,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=1, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,1
2018-11-19 19:02:02,40.722591,-111.919052,1318.4,13.72,20.56,-9999.0,-9999.0,4.0,2.0,19.28,21.0,881.5,0.0,3.6,2.13,25.5,834.9,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=2, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,2
2018-11-19 19:03:02,40.722664,-111.91925,1309.3,13.72,20.56,-9999.0,-9999.0,5.0,2.0,19.39,20.0,881.5,0.0,4.0,2.13,25.9,834.9,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=3, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,3
2018-11-19 19:04:02,40.722656,-111.919151,1317.0,13.72,20.61,-9999.0,-9999.0,4.0,2.0,19.39,19.0,881.4,0.0,5.8,2.11,26.3,834.8,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=4, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,4
2018-11-19 19:05:02,40.722652,-111.919106,1318.2,13.71,20.64,-9999.0,-9999.0,6.0,2.0,19.39,19.0,881.4,0.0,3.1,2.12,26.7,834.8,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=5, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,5
2018-11-19 19:06:02,40.722702,-111.919159,1314.7,13.71,20.66,-9999.0,-9999.0,5.0,2.0,19.5,19.0,881.5,0.0,5.6,2.13,27.0,834.8,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=6, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,6
2018-11-19 19:07:02,40.722393,-111.918945,1309.8,13.69,20.72,-9999.0,-9999.0,4.0,2.0,19.5,19.0,881.4,0.0,1.7,2.13,27.4,834.8,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=7, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,7
2018-11-19 19:08:02,40.722404,-111.918999,1313.4,13.69,20.74,-9999.0,-9999.0,4.0,2.0,19.5,19.0,881.6,0.0,3.8,2.15,27.7,834.8,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=8, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,8
2018-11-19 19:09:02,40.722473,-111.918953,1321.9,13.69,20.77,-9999.0,-9999.0,5.0,2.0,19.61,19.0,881.6,0.0,5.1,2.14,28.1,834.7,0,0,"time.struct_time(tm_year=2018, tm_mon=11, tm_mday=19, tm_hour=19, tm_min=9, tm_sec=2, tm_wday=0, tm_yday=323, tm_isdst=-1)",2018-11-19,2018,11,323,19,9
