Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute
2023-07-18 23:35:00,40.76181,-111.910889,1292.2,0.0,137.9,1.0,13.05,37.1,35.79,15.15,2.0,3.9,7.1,12.1,1.0,38.28,18.3,654.5,0.0,40.1,2.03,46.0,835.8,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=18, tm_hour=23, tm_min=35, tm_sec=0, tm_wday=1, tm_yday=199, tm_isdst=-1)",2023-07-18,2023,7,199,18,35
2023-07-19 00:05:00,40.761829,-111.910896,1283.2,0.0,137.9,1.0,13.05,36.98,31.85,26.89,3.5,24.0,74.2,189.3,1.0,39.11,21.9,655.1,0.0,45.7,2.03,46.3,836.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,5
2023-07-19 00:35:00,40.761864,-111.910889,1280.8,0.0,137.9,1.0,13.1,35.08,30.48,29.38,2.1,6.2,13.1,25.1,1.0,38.28,23.6,655.0,0.0,41.0,2.02,44.7,836.5,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=0, tm_min=35, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,35
2023-07-19 01:05:00,40.761818,-111.910912,1275.1,0.0,137.9,1.0,13.13,34.81,32.04,25.54,2.2,7.2,16.7,34.6,1.0,37.5,23.5,654.6,0.0,42.8,2.0,43.9,835.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=1, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,5
2023-07-19 01:35:00,40.761776,-111.910904,1280.6,0.0,137.9,1.0,13.11,35.43,33.73,22.89,2.1,5.7,11.3,21.5,1.0,37.78,22.7,654.6,0.0,36.7,2.04,44.5,835.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=1, tm_min=35, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,35
2023-07-19 02:05:00,40.760265,-111.909737,1301.8,0.0,178.7,1.0,13.11,35.1,31.66,25.92,1.4,4.0,8.6,19.9,1.0,37.78,22.4,654.8,0.0,49.5,2.03,44.5,836.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=2, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,5
2023-07-19 02:35:00,40.750748,-111.833771,1441.5,13.22,89.9,1.0,13.19,33.07,28.8,29.94,1.2,2.8,5.6,10.4,1.0,36.61,23.9,645.7,0.0,46.2,2.04,42.8,822.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=2, tm_min=35, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,35
2023-07-19 03:05:00,40.718842,-111.841881,1357.0,23.3,285.9,1.0,13.3,29.37,27.59,33.39,2.0,4.7,8.9,17.6,1.0,34.11,27.7,646.9,0.0,38.2,2.01,39.7,829.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=3, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,5
2023-07-19 03:35:00,40.761822,-111.910896,1289.2,0.0,130.2,1.0,13.27,30.22,29.34,30.07,1.4,2.9,5.3,9.7,1.0,33.11,28.5,655.5,0.0,40.9,1.99,39.3,837.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=3, tm_min=35, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,35
2023-07-19 05:26:00,40.761848,-111.910957,1260.2,0.0,0.0,1.0,13.35,29.74,28.41,34.06,1.9,3.8,7.0,16.8,1.0,30.72,30.6,656.8,0.0,34.6,1.92,32.2,839.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=5, tm_min=26, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,26
2023-07-19 06:12:00,40.761696,-111.911034,1265.9,0.0,16.7,1.0,13.22,29.96,28.47,36.0,1.6,4.0,7.5,14.2,1.0,31.89,30.0,657.0,0.0,38.0,1.97,36.6,839.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=6, tm_min=12, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,12
2023-07-19 06:42:00,40.761814,-111.910973,1240.0,0.0,16.7,1.0,13.24,30.2,28.19,33.73,1.3,2.6,4.3,7.5,1.0,32.5,28.3,657.0,0.0,37.8,2.0,39.0,839.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=6, tm_min=42, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,42
2023-07-19 11:31:00,40.760323,-111.912941,1296.1,4.73,4.1,1.0,13.35,25.89,23.61,54.09,1.1,2.3,4.0,7.2,1.0,28.61,28.5,657.2,0.0,43.7,1.94,33.6,840.5,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=11, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 12:01:00,40.732964,-111.939079,1295.6,0.0,358.8,1.0,13.4,25.2,22.73,56.46,1.3,2.5,3.6,4.9,1.0,29.28,30.5,657.1,0.0,45.3,1.95,34.5,839.9,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=12, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 12:31:00,40.697983,-111.977142,1301.5,12.24,179.6,1.0,13.41,24.67,22.28,58.25,0.9,1.6,2.4,3.8,1.0,29.28,27.4,656.8,0.0,44.4,1.94,34.2,839.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=12, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 13:01:00,40.695976,-111.977058,1296.6,7.2,359.9,1.0,13.38,24.02,22.1,59.28,1.0,2.1,3.4,5.3,1.0,29.0,30.2,656.4,0.0,36.2,1.95,33.6,839.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=13, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 13:31:00,40.731426,-111.916809,1293.6,4.06,0.1,1.0,13.41,24.51,23.91,51.41,1.4,3.5,7.0,14.4,1.0,29.11,28.7,657.5,0.0,31.6,1.95,33.8,840.8,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=13, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 14:01:00,40.763535,-111.909424,1289.9,0.0,165.1,1.0,13.38,25.27,24.56,49.75,1.1,2.2,3.9,7.2,1.0,29.5,27.3,657.8,0.0,40.2,2.0,34.6,843.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=14, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 14:31:00,40.725883,-111.929909,1293.2,12.96,269.7,1.0,13.35,26.05,24.7,51.78,1.4,2.9,5.1,10.2,1.0,30.11,27.7,657.6,0.0,39.3,1.97,35.4,840.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=14, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 15:01:00,40.704056,-111.977165,1300.1,0.0,180.2,1.0,13.32,27.14,25.55,48.95,1.6,3.4,6.4,13.5,1.0,30.78,27.8,657.3,0.0,37.5,1.99,36.4,840.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=15, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 15:31:00,40.695919,-111.977097,1302.0,2.83,359.0,1.0,13.22,28.76,27.12,42.87,1.4,2.7,4.6,8.7,1.0,31.72,29.9,657.0,0.0,46.6,1.99,37.9,839.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=15, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 16:01:00,40.725708,-111.917252,1292.6,0.0,94.5,1.0,13.24,29.63,28.09,39.03,3.2,11.6,25.2,55.0,1.0,32.61,28.0,657.8,0.0,41.9,2.02,38.9,841.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=16, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 16:31:00,40.763721,-111.909035,1291.4,5.14,5.4,1.0,13.22,30.86,29.9,34.35,1.5,2.6,4.3,6.7,1.0,33.28,28.0,657.8,0.0,54.3,2.0,39.9,841.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=16, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 17:01:00,40.725883,-111.929741,1300.2,12.45,269.6,1.0,13.19,32.44,29.75,34.08,1.7,3.3,5.4,11.3,1.0,34.22,29.0,657.6,0.0,51.1,1.99,41.5,840.1,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=17, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 17:31:00,40.69289,-111.972099,1306.9,1.9,94.3,1.0,13.18,33.07,30.29,30.36,0.7,1.1,1.9,3.7,1.0,34.78,27.2,656.6,0.0,58.1,2.02,42.4,839.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=17, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 18:01:00,40.701088,-111.977104,1309.2,13.27,359.6,1.0,13.13,34.44,31.36,28.31,0.9,1.8,3.3,7.5,1.0,35.72,26.1,656.8,0.0,54.6,2.04,43.4,839.9,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=18, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 18:31:00,40.728474,-111.916794,1295.9,10.91,359.9,1.0,13.13,34.38,31.38,26.69,1.0,2.0,3.8,7.3,1.0,36.28,24.6,657.4,0.0,57.6,2.01,43.7,839.6,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=18, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 19:01:00,40.763531,-111.909424,1300.1,0.0,164.8,1.0,13.11,34.8,32.45,25.48,6.3,7.1,8.5,10.1,1.0,36.72,24.4,657.4,0.0,59.2,2.04,44.0,840.8,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=19, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 19:31:00,40.725925,-111.926865,1297.6,12.45,269.9,1.0,13.08,35.45,31.16,27.13,1.9,4.0,6.8,11.8,1.0,37.5,23.7,657.1,0.0,63.6,2.05,44.7,838.8,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=19, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 20:01:00,40.693729,-111.960205,1301.7,0.0,329.4,1.0,13.13,34.75,32.07,25.03,0.8,1.5,2.7,4.6,1.0,37.11,24.0,656.2,0.0,61.7,2.05,44.0,839.2,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=20, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 20:31:00,40.696758,-111.97702,1304.0,10.85,2.0,1.0,13.05,36.81,33.58,23.23,0.8,1.4,2.6,5.2,1.0,38.28,22.3,655.7,0.0,61.4,2.06,45.5,839.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=20, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 21:01:00,40.733097,-111.945045,1292.7,0.0,90.6,1.0,13.05,36.97,33.54,24.18,1.8,4.7,11.2,25.2,1.0,39.0,21.9,656.3,0.0,60.8,2.06,46.2,839.9,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=21, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 21:31:00,40.764687,-111.909576,1294.8,0.0,329.3,1.0,13.05,37.47,34.34,20.01,1.2,1.8,2.7,4.6,1.0,39.5,20.1,656.1,0.0,61.4,2.07,46.6,839.7,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=21, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 22:01:00,40.741055,-111.916878,1288.5,0.0,180.6,1.0,13.03,38.53,34.6,21.09,1.2,2.1,3.5,6.3,1.0,40.28,19.9,655.7,0.0,67.1,2.08,47.6,839.1,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=22, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 22:31:00,40.718567,-111.985786,1293.1,0.0,162.6,1.0,13.02,38.36,35.13,21.26,1.3,2.2,3.5,5.5,1.0,40.61,20.0,655.0,0.0,48.0,2.08,47.6,836.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=22, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-19 23:01:00,40.692936,-111.976677,1302.4,7.0,270.3,1.0,13.05,37.84,34.04,22.49,1.1,1.9,3.3,5.6,1.0,40.61,20.0,654.4,0.0,64.3,2.08,47.2,837.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=23, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,1
2023-07-19 23:31:00,40.733009,-111.939232,1293.0,6.17,138.9,1.0,13.05,36.52,33.48,21.21,1.1,2.1,3.5,8.6,1.0,39.78,20.0,655.3,0.0,70.6,2.06,46.1,838.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=19, tm_hour=23, tm_min=31, tm_sec=0, tm_wday=2, tm_yday=200, tm_isdst=-1)",2023-07-19,2023,7,200,19,31
2023-07-20 00:01:00,40.764462,-111.90831,1289.6,9.72,179.5,1.0,13.08,35.61,33.24,22.58,1.8,4.4,8.2,15.4,1.0,38.89,21.5,655.4,0.0,60.3,2.07,45.1,838.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=0, tm_min=1, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,1
2023-07-20 00:31:00,40.726292,-111.917015,1290.6,9.67,184.8,1.0,13.13,34.79,32.61,17.66,0.8,1.9,4.4,10.0,1.0,38.0,17.2,655.4,0.0,65.9,2.04,44.2,836.8,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=0, tm_min=31, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,31
2023-07-20 01:01:00,40.692909,-111.967857,1306.9,0.0,89.9,1.0,13.19,33.22,28.6,33.84,0.8,1.5,2.5,4.8,1.0,37.0,23.4,655.8,0.0,55.9,2.05,43.2,839.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=1, tm_min=1, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,1
2023-07-20 01:31:00,40.692959,-111.9617,1306.7,10.8,269.7,1.0,13.26,28.63,23.83,62.42,1.8,5.4,9.0,12.6,1.0,34.28,29.6,657.0,0.0,48.5,2.03,39.5,841.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=1, tm_min=31, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,31
2023-07-20 02:01:00,40.725723,-111.917229,1297.2,0.0,95.1,1.0,13.37,24.81,19.73,90.0,1.6,5.8,11.1,17.2,1.0,31.89,27.8,658.4,0.0,49.1,1.99,35.5,842.1,1.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=2, tm_min=1, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,1
2023-07-20 02:31:00,40.76466,-111.910011,1297.3,0.0,189.0,1.0,13.4,23.47,19.46,91.7,1.3,4.0,6.6,9.9,1.0,30.39,28.2,658.1,0.0,49.8,1.97,33.4,841.7,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=2, tm_min=31, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,31
2023-07-20 03:01:00,40.76062,-111.916603,1288.0,2.42,269.2,1.0,13.43,22.88,20.33,82.4,2.0,4.5,7.6,12.3,1.0,29.22,28.1,657.9,0.0,38.7,1.97,32.6,842.7,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=3, tm_min=1, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,1
2023-07-20 03:31:00,40.697418,-111.977104,1303.1,9.26,180.2,1.0,13.4,23.38,21.4,78.06,1.9,5.2,8.1,10.7,1.0,29.22,29.6,657.4,0.0,40.2,1.99,32.8,840.0,1.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=3, tm_min=31, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,31
2023-07-20 04:13:00,40.761303,-111.910393,1227.0,0.0,171.0,1.0,13.41,23.94,22.4,65.89,1.5,4.0,7.1,13.3,1.0,29.39,29.4,657.8,0.0,36.1,1.96,33.3,841.6,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=4, tm_min=13, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,13
2023-07-20 04:43:00,40.761559,-111.910484,1268.9,0.0,334.1,1.0,13.43,23.93,22.52,57.69,0.8,1.9,3.4,6.1,1.0,29.11,27.1,657.9,0.0,39.2,1.99,33.6,841.6,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=4, tm_min=43, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,43
2023-07-20 05:13:00,40.761456,-111.910652,1265.3,0.0,334.1,1.0,13.41,24.55,23.25,51.67,2.0,5.2,10.4,19.1,1.0,29.11,28.7,657.8,0.0,20.3,1.98,34.0,841.6,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=5, tm_min=13, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,13
2023-07-20 05:50:00,40.761444,-111.910545,1263.8,0.0,191.1,1.0,13.37,25.33,23.91,58.89,1.8,4.6,7.0,9.1,1.0,29.72,28.7,658.2,0.0,26.6,1.99,34.5,841.8,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=5, tm_min=50, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,50
2023-07-20 11:37:00,40.762516,-111.911263,1297.2,0.0,333.1,1.0,13.38,23.63,22.39,55.17,2.0,3.9,6.6,12.1,1.0,26.0,30.7,657.9,0.0,18.7,1.95,31.3,842.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=20, tm_hour=11, tm_min=37, tm_sec=0, tm_wday=3, tm_yday=201, tm_isdst=-1)",2023-07-20,2023,7,201,20,37
