Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2022-04-06 13:19:05,40.765228,-111.909096,1315.1,-9999.0,-9999.0,-9999.0,14.02,1.08,1.56,58.89,16.0,2.0,-2.5,44.0,884.8,0.0,1.0,1.93,6.0,832.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=19, tm_sec=5, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,19,13,BUS01
2022-04-06 13:21:50,40.765099,-111.908829,1316.7,-9999.0,-9999.0,-9999.0,14.02,1.17,3.15,53.45,14.0,2.0,-2.11,47.0,884.8,0.0,1.1,1.94,7.3,831.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=21, tm_sec=50, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,21,13,BUS01
2022-04-06 13:24:20,40.765118,-111.908974,1318.5,-9999.0,-9999.0,-9999.0,14.02,1.33,4.41,48.42,11.0,2.0,-1.5,46.0,885.0,0.0,-0.1,1.96,8.2,826.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=24, tm_sec=20, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,24,13,BUS01
2022-04-06 13:26:50,40.765217,-111.909058,1318.7,-9999.0,-9999.0,-9999.0,13.51,1.56,5.8,43.2,9.0,2.0,-0.78,46.0,885.0,0.0,-2.8,1.96,9.1,831.6,0.0,0.0,0.0,1.3,832.7,1.99,85.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=26, tm_sec=50, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,26,13,BUS01
2022-04-06 13:29:20,40.765221,-111.909134,1318.3,-9999.0,-9999.0,-9999.0,13.98,1.84,7.09,38.52,11.0,2.0,-0.22,45.0,885.1,0.0,5.3,1.96,9.9,825.5,165.8,48.7,214.5,1.3,808.6,2.01,109.6,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=29, tm_sec=20, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,29,13,BUS01
2022-04-06 13:31:50,40.765244,-111.909149,1317.5,-9999.0,-9999.0,-9999.0,13.98,2.17,8.24,35.48,9.0,2.0,0.61,44.0,885.2,0.0,-2.8,1.96,10.7,830.8,166.1,45.1,211.2,1.4,808.2,2.01,110.2,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=31, tm_sec=50, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,31,13,BUS01
2022-04-06 13:36:25,40.765285,-111.909149,1316.9,-9999.0,-9999.0,-9999.0,13.98,2.84,10.03,31.6,8.0,2.0,1.89,41.0,885.2,0.0,-6.3,1.97,12.0,830.9,157.4,42.2,199.6,1.7,808.3,1.91,109.3,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=36, tm_sec=25, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,36,13,BUS01
2022-04-06 13:38:55,40.765308,-111.909119,1316.6,-9999.0,-9999.0,-9999.0,13.98,3.23,10.85,29.59,6.0,2.0,2.61,39.0,885.2,0.0,-2.0,2.0,12.6,827.2,169.8,38.1,207.9,1.8,808.1,1.91,109.3,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=38, tm_sec=55, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,38,13,BUS01
2022-04-06 13:41:25,40.765289,-111.90918,1316.4,-9999.0,-9999.0,-9999.0,13.95,3.64,11.58,28.27,7.0,2.0,3.28,38.0,885.4,0.0,-1.0,1.99,13.2,830.8,162.0,45.2,207.2,2.0,807.9,1.91,109.5,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=41, tm_sec=25, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,41,13,BUS01
2022-04-06 13:43:55,40.765312,-111.909142,1315.8,-9999.0,-9999.0,-9999.0,13.95,4.05,12.22,26.86,7.0,2.0,4.0,37.0,885.4,0.0,-0.8,1.98,13.8,827.8,204.5,91.3,295.8,2.1,807.7,1.92,109.6,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=43, tm_sec=55, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,43,13,BUS01
2022-04-06 13:46:40,40.765278,-111.909073,1314.7,-9999.0,-9999.0,-9999.0,13.95,4.51,12.84,26.4,8.0,2.0,4.72,36.0,885.3,0.0,2.7,2.01,14.5,828.3,187.8,83.6,271.4,2.3,807.7,1.92,109.5,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=46, tm_sec=40, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,46,13,BUS01
2022-04-06 13:51:15,40.76524,-111.909119,1313.5,-9999.0,-9999.0,-9999.0,13.95,5.29,13.69,24.11,8.0,2.0,5.78,36.0,885.4,0.0,-0.7,2.01,15.5,828.8,201.0,105.1,306.1,2.7,807.4,1.93,110.7,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=51, tm_sec=15, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,51,13,BUS01
