Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-01-01 01:08:05,40.765778,-111.909683,1292.7,-9999.0,-9999.0,-9999.0,13.91,7.06,5.24,82.2,6.0,2.0,4.5,58.0,865.6,0.0,15.1,1.73,15.0,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=8, tm_sec=5, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,8,1,BUS01,Good,< 12.00,6.00 - 8.00
2023-01-01 01:10:35,40.765747,-111.909599,1292.2,-9999.0,-9999.0,-9999.0,13.91,7.22,5.01,83.0,6.0,2.0,4.72,56.0,865.6,0.0,22.0,1.74,15.7,822.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=10, tm_sec=35, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,10,1,BUS01,Good,< 12.00,6.00 - 8.00
2023-01-01 01:13:05,40.76569,-111.909729,1292.2,-9999.0,-9999.0,-9999.0,13.91,7.37,4.94,83.0,4.0,2.0,4.89,54.0,865.7,0.0,15.7,1.74,16.5,823.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=13, tm_sec=5, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,13,1,BUS01,Good,< 12.00,4.00 - 6.00
2023-01-01 01:15:35,40.765705,-111.909714,1293.0,-9999.0,-9999.0,-9999.0,13.91,7.52,4.7,82.5,2.0,2.0,5.0,53.0,865.9,0.0,16.8,1.75,17.1,823.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=15, tm_sec=35, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,15,1,BUS01,Good,< 12.00,2.00 - 4.00
2023-01-01 01:18:05,40.765694,-111.909744,1293.6,-9999.0,-9999.0,-9999.0,13.91,7.65,4.45,83.3,2.0,2.0,5.22,51.0,865.7,0.0,13.5,1.75,17.7,824.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=18, tm_sec=5, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,18,1,BUS01,Good,< 12.00,2.00 - 4.00
2023-01-01 01:20:35,40.76572,-111.909714,1293.9,-9999.0,-9999.0,-9999.0,13.91,7.79,4.29,83.8,1.0,2.0,5.39,49.0,865.7,0.0,5.7,1.75,18.3,823.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=20, tm_sec=35, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,20,1,BUS01,Good,< 12.00,< 2.00
2023-01-01 01:23:05,40.765686,-111.909607,1293.4,-9999.0,-9999.0,-9999.0,13.91,7.91,4.23,84.1,2.0,2.0,5.5,47.0,865.6,0.0,11.1,1.75,18.8,824.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=23, tm_sec=5, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,23,1,BUS01,Good,< 12.00,2.00 - 4.00
2023-01-01 01:25:35,40.765774,-111.90963,1292.7,-9999.0,-9999.0,-9999.0,13.91,8.03,4.23,84.5,1.0,2.0,5.72,46.0,865.7,0.0,16.0,1.76,19.3,823.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=25, tm_sec=35, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,25,1,BUS01,Good,< 12.00,< 2.00
2023-01-01 01:28:05,40.765728,-111.909653,1292.2,-9999.0,-9999.0,-9999.0,13.88,8.16,4.27,84.4,0.0,2.0,5.89,44.0,865.5,0.0,17.9,1.76,19.7,824.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=28, tm_sec=5, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,28,1,BUS01,Good,< 12.00,< 2.00
2023-01-01 01:30:35,40.765774,-111.90966,1291.7,-9999.0,-9999.0,-9999.0,13.88,8.27,4.27,84.7,0.0,2.0,6.11,43.0,865.4,0.0,14.9,1.76,20.1,823.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=30, tm_sec=35, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,30,1,BUS01,Good,< 12.00,< 2.00
2023-01-01 01:34:10,40.765781,-111.909683,1290.6,-9999.0,-9999.0,-9999.0,13.87,8.44,4.23,84.5,1.0,2.0,6.28,41.0,865.1,0.0,20.4,1.76,20.7,823.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=34, tm_sec=10, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,34,1,BUS01,Good,< 12.00,< 2.00
2023-01-01 01:36:40,40.765686,-111.90947,1288.7,-9999.0,-9999.0,-9999.0,13.88,8.55,4.15,84.5,1.0,2.0,6.5,40.0,865.3,0.0,13.5,1.76,21.0,824.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=36, tm_sec=40, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,36,1,BUS01,Good,< 12.00,< 2.00
2023-01-01 01:39:10,40.765667,-111.909546,1288.4,-9999.0,-9999.0,-9999.0,13.88,8.66,4.13,84.7,1.0,2.0,6.72,39.0,865.4,0.0,12.6,1.76,21.3,823.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0,1,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=1, tm_min=39, tm_sec=10, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,39,1,BUS01,Good,< 12.00,< 2.00
