Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2023-08-03 17:50:05,40.762074,-111.910126,1303.1,0.0,0.0,1.0,13.67,21.96,23.63,48.16,4.0,2.0,22.39,43.0,875.2,0.0,24.0,2.27,22.8,825.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=3, tm_hour=17, tm_min=50, tm_sec=5, tm_wday=3, tm_yday=215, tm_isdst=-1)",2023-08-03,2023,8,215,3,50,17,BUS02
2023-08-03 17:52:35,40.762096,-111.91024,1297.9,0.0,0.0,1.0,13.68,22.05,23.56,48.06,1.0,2.0,22.61,47.0,875.4,0.0,30.0,2.26,24.3,825.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=3, tm_hour=17, tm_min=52, tm_sec=35, tm_wday=3, tm_yday=215, tm_isdst=-1)",2023-08-03,2023,8,215,3,52,17,BUS02
2023-08-03 17:55:05,40.762157,-111.910187,1291.4,0.0,0.0,1.0,13.67,22.18,23.62,47.64,2.0,2.0,22.72,48.0,875.3,0.0,36.8,2.27,25.6,825.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=3, tm_hour=17, tm_min=55, tm_sec=5, tm_wday=3, tm_yday=215, tm_isdst=-1)",2023-08-03,2023,8,215,3,55,17,BUS02
2023-08-03 17:57:35,40.762112,-111.91024,1290.5,0.0,0.0,1.0,13.64,22.34,23.64,48.65,2.0,2.0,22.89,47.0,875.2,0.0,34.7,2.27,26.7,824.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=3, tm_hour=17, tm_min=57, tm_sec=35, tm_wday=3, tm_yday=215, tm_isdst=-1)",2023-08-03,2023,8,215,3,57,17,BUS02
2023-08-03 18:00:05,40.762035,-111.910141,1275.7,0.0,0.0,1.0,13.64,22.52,23.8,47.5,1.0,2.0,23.0,46.0,875.1,0.0,37.1,2.28,27.7,824.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=3, tm_hour=18, tm_min=0, tm_sec=5, tm_wday=3, tm_yday=215, tm_isdst=-1)",2023-08-03,2023,8,215,3,0,18,BUS02
2023-08-03 18:02:35,40.762108,-111.910172,1289.9,0.0,0.0,1.0,13.13,22.73,23.74,47.82,1.0,2.0,23.22,44.0,875.0,0.0,36.5,2.26,28.6,824.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=3, tm_hour=18, tm_min=2, tm_sec=35, tm_wday=3, tm_yday=215, tm_isdst=-1)",2023-08-03,2023,8,215,3,2,18,BUS02
2023-08-21 18:13:10,40.763012,-111.91021,1296.3,0.0,9.6,1.0,13.57,26.11,26.16,52.54,2.0,2.0,26.72,45.0,874.3,0.0,10.7,2.32,31.6,824.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=21, tm_hour=18, tm_min=13, tm_sec=10, tm_wday=0, tm_yday=233, tm_isdst=-1)",2023-08-21,2023,8,233,21,13,18,BUS02
2023-08-21 18:15:40,40.762894,-111.910149,1294.2,0.0,9.6,1.0,13.57,26.29,25.74,53.81,2.0,2.0,26.72,44.0,874.0,0.0,9.6,2.32,32.5,824.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=21, tm_hour=18, tm_min=15, tm_sec=40, tm_wday=0, tm_yday=233, tm_isdst=-1)",2023-08-21,2023,8,233,21,15,18,BUS02
2023-08-21 18:18:10,40.762897,-111.910385,1294.7,0.0,9.6,1.0,13.57,26.46,25.4,54.94,3.0,2.0,26.72,42.0,873.9,0.0,7.8,2.31,33.2,824.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=21, tm_hour=18, tm_min=18, tm_sec=10, tm_wday=0, tm_yday=233, tm_isdst=-1)",2023-08-21,2023,8,233,21,18,18,BUS02
2023-08-21 18:20:40,40.762981,-111.910378,1293.2,0.0,9.6,1.0,13.57,26.63,25.18,55.54,2.0,2.0,26.78,41.0,873.9,0.0,8.2,2.32,33.9,824.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=21, tm_hour=18, tm_min=20, tm_sec=40, tm_wday=0, tm_yday=233, tm_isdst=-1)",2023-08-21,2023,8,233,21,20,18,BUS02
