Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2023-08-01 00:00:00,40.763554,-111.909508,1299.5,0.0,171.3,1.0,13.39,38.81,33.13,22.11,2.0,2.0,40.0,13.0,873.4,0.0,55.5,2.62,51.5,809.8,2.0,1.8,3.8,45.2,792.6,2.08,150.4,0.0,1,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,0,0,BUS03
2023-08-01 00:02:30,40.763546,-111.9095,1300.2,0.0,171.3,1.0,13.38,38.78,32.87,22.46,3.0,2.0,39.78,13.0,873.2,0.0,52.8,2.62,51.5,809.8,11.5,3.7,15.2,45.2,792.7,2.08,150.3,0.0,1,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=2, tm_sec=30, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,2,0,BUS03
2023-08-01 00:05:00,40.763542,-111.909492,1300.6,0.0,171.3,1.0,13.39,38.74,32.63,22.34,3.0,2.0,39.72,13.0,873.3,0.0,50.9,2.61,51.4,810.0,9.0,2.2,11.2,45.2,792.6,2.08,150.6,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,5,0,BUS03
2023-08-01 00:07:30,40.763538,-111.909492,1301.0,0.0,171.3,1.0,13.39,38.65,32.61,22.08,2.0,2.0,39.61,13.0,873.4,0.0,51.9,2.61,51.4,809.9,11.0,7.2,18.2,45.2,792.5,2.08,150.4,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=7, tm_sec=30, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,7,0,BUS03
2023-08-01 00:10:00,40.763535,-111.909485,1301.3,0.0,171.3,1.0,13.39,38.55,32.67,21.56,2.0,2.0,39.5,13.0,873.3,0.0,55.7,2.6,51.3,810.0,42.0,16.7,58.6,45.1,792.6,2.08,150.5,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,10,0,BUS03
2023-08-01 00:12:30,40.763531,-111.909485,1301.6,0.0,171.3,1.0,13.42,38.46,32.63,21.94,3.0,2.0,39.5,13.0,873.2,0.0,34.1,2.61,51.3,809.9,3.9,6.3,10.2,45.1,792.7,2.08,150.3,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=12, tm_sec=30, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,12,0,BUS03
2023-08-01 00:15:00,40.763199,-111.909317,1303.7,0.0,160.5,1.0,13.42,38.39,32.55,21.8,4.0,2.0,39.5,13.0,873.5,0.0,50.2,2.61,51.2,810.0,3.4,15.9,19.3,45.1,792.8,2.08,150.2,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,15,0,BUS03
2023-08-01 00:17:30,40.764904,-111.909119,1298.2,0.0,91.1,1.0,13.42,38.33,32.63,22.06,3.0,2.0,39.5,13.0,873.4,0.0,50.1,2.62,51.2,809.9,11.5,10.5,22.0,45.0,792.7,2.08,150.5,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=17, tm_sec=30, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,17,0,BUS03
2023-08-01 00:20:00,40.762287,-111.902718,1301.8,0.0,178.0,1.0,13.42,38.26,32.57,23.14,3.0,2.0,39.39,13.0,873.1,0.0,53.6,2.61,51.1,809.9,6.6,-11.4,-4.8,45.0,792.4,2.08,150.8,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=20, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,20,0,BUS03
2023-08-01 00:22:30,40.760738,-111.903847,1302.5,0.0,256.1,1.0,13.42,38.22,32.49,22.18,3.0,2.0,39.39,13.0,873.4,0.0,50.9,2.62,51.1,809.9,12.2,-1.9,10.3,45.0,792.5,2.08,150.7,0.0,1,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=22, tm_sec=30, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,22,0,BUS03
