Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2022-02-05 01:55:40,40.765869,-111.908913,1302.8,-9999.0,-9999.0,-9999.0,13.73,22.29,21.16,13.81,6.0,2.0,18.5,26.0,888.0,0.0,33.1,2.14,26.0,843.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=1, tm_min=55, tm_sec=40, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,55,1,BUS03
2022-02-05 01:59:15,40.765648,-111.908867,1295.5,-9999.0,-9999.0,-9999.0,13.73,22.41,21.13,13.4,6.0,2.0,18.72,24.0,888.2,0.0,-2.4,2.15,27.3,843.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=1, tm_min=59, tm_sec=15, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,59,1,BUS03
2022-02-05 02:01:45,40.765755,-111.908806,1284.3,-9999.0,-9999.0,-9999.0,13.73,22.5,21.13,13.28,6.0,2.0,18.89,24.0,888.1,0.0,0.3,2.15,28.2,843.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=1, tm_sec=45, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,1,2,BUS03
2022-02-05 02:04:15,40.765606,-111.908951,1290.8,-9999.0,-9999.0,-9999.0,13.73,22.58,21.11,13.04,6.0,2.0,19.11,23.0,888.1,0.0,-1.2,2.15,28.9,843.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=4, tm_sec=15, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,4,2,BUS03
2022-02-05 02:06:45,40.765759,-111.909004,1283.6,-9999.0,-9999.0,-9999.0,13.73,22.67,21.12,13.43,5.0,2.0,19.22,22.0,888.1,0.0,0.1,2.16,29.6,844.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=6, tm_sec=45, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,6,2,BUS03
2022-02-05 02:09:15,40.765678,-111.90889,1278.2,-9999.0,-9999.0,-9999.0,13.73,22.76,21.13,13.12,5.0,2.0,19.5,22.0,888.0,0.0,-1.0,2.17,30.2,843.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=9, tm_sec=15, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,9,2,BUS03
2022-02-05 02:11:45,40.765812,-111.908958,1260.2,-9999.0,-9999.0,-9999.0,13.73,22.86,21.15,12.74,5.0,2.0,19.61,21.0,887.9,0.0,-0.3,2.15,30.7,843.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=11, tm_sec=45, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,11,2,BUS03
2022-02-05 02:14:15,40.765766,-111.908966,1269.8,-9999.0,-9999.0,-9999.0,13.73,22.95,21.18,13.87,6.0,2.0,19.78,21.0,887.9,0.0,-0.6,2.16,31.2,843.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=14, tm_sec=15, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,14,2,BUS03
2022-02-05 02:16:45,40.765728,-111.908997,1283.7,-9999.0,-9999.0,-9999.0,13.7,23.04,21.22,13.21,6.0,2.0,20.0,21.0,887.9,0.0,1.0,2.16,31.7,843.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=16, tm_sec=45, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,16,2,BUS03
2022-02-05 02:19:15,40.765717,-111.909035,1268.8,-9999.0,-9999.0,-9999.0,13.7,23.13,21.25,12.95,7.0,2.0,20.22,20.0,888.1,0.0,-0.5,2.17,32.1,843.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=2, tm_mday=5, tm_hour=2, tm_min=19, tm_sec=15, tm_wday=5, tm_yday=36, tm_isdst=-1)",2022-02-05,2022,2,36,5,19,2,BUS03
