Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-08-03 23:10:05,40.765598,-111.909149,1290.8,-9999.0,-9999.0,-9999.0,13.44,34.57,33.27,33.35,19.0,2.0,35.61,23.0,872.3,0.0,49.9,2.31,36.0,828.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=3, tm_hour=23, tm_min=10, tm_sec=5, tm_wday=2, tm_yday=215, tm_isdst=-1)",2022-08-03,2022,8,215,3,10,23,BUS02,Moderate,12.00 - 35.50,12.00 - 20.00
2022-08-03 23:12:35,40.765766,-111.909889,1290.8,-9999.0,-9999.0,-9999.0,13.44,34.58,32.18,25.0,8.0,2.0,35.61,21.0,872.1,0.0,52.2,2.31,37.4,828.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=3, tm_hour=23, tm_min=12, tm_sec=35, tm_wday=2, tm_yday=215, tm_isdst=-1)",2022-08-03,2022,8,215,3,12,23,BUS02,Good,< 12.00,8.00 - 10.00
2022-08-03 23:15:05,40.765614,-111.909126,1297.3,-9999.0,-9999.0,-9999.0,13.44,34.61,31.45,60.49,131.0,2.0,35.39,36.0,872.3,0.0,30.4,2.31,38.6,827.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=3, tm_hour=23, tm_min=15, tm_sec=5, tm_wday=2, tm_yday=215, tm_isdst=-1)",2022-08-03,2022,8,215,3,15,23,BUS02,Unhealthy,115.00 - 150.50,115.50 - 150.50
2022-08-10 22:27:05,40.765854,-111.909813,1357.4,-9999.0,-9999.0,-9999.0,13.44,35.36,32.95,24.69,3.0,2.0,36.61,20.0,874.2,0.0,32.3,2.31,36.9,830.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=10, tm_hour=22, tm_min=27, tm_sec=5, tm_wday=2, tm_yday=222, tm_isdst=-1)",2022-08-10,2022,8,222,10,27,22,BUS02,Good,< 12.00,2.00 - 4.00
2022-08-10 22:29:35,40.765812,-111.90979,1346.1,-9999.0,-9999.0,-9999.0,13.44,35.36,33.56,23.12,2.0,2.0,36.5,20.0,874.1,0.0,45.3,2.3,38.3,830.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=10, tm_hour=22, tm_min=29, tm_sec=35, tm_wday=2, tm_yday=222, tm_isdst=-1)",2022-08-10,2022,8,222,10,29,22,BUS02,Good,< 12.00,2.00 - 4.00
2022-08-10 22:32:05,40.7658,-111.909782,1345.1,-9999.0,-9999.0,-9999.0,13.44,35.39,34.02,22.92,2.0,2.0,36.5,20.0,874.1,0.0,47.0,2.33,39.4,830.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=10, tm_hour=22, tm_min=32, tm_sec=5, tm_wday=2, tm_yday=222, tm_isdst=-1)",2022-08-10,2022,8,222,10,32,22,BUS02,Good,< 12.00,2.00 - 4.00
2022-08-10 22:34:35,40.7658,-111.909782,1344.4,-9999.0,-9999.0,-9999.0,13.44,35.44,33.72,23.56,1.0,2.0,36.5,20.0,874.3,0.0,45.1,2.34,40.4,830.1,-9999.0,12.7,-9999.0,34.9,808.0,1.59,112.5,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=10, tm_hour=22, tm_min=34, tm_sec=35, tm_wday=2, tm_yday=222, tm_isdst=-1)",2022-08-10,2022,8,222,10,34,22,BUS02,Good,< 12.00,< 2.00
2022-08-10 22:37:05,40.765789,-111.909782,1341.9,-9999.0,-9999.0,-9999.0,13.44,35.51,33.68,23.83,2.0,2.0,36.5,20.0,874.0,0.0,36.1,2.34,41.3,830.3,6.9,18.8,25.6,34.9,807.9,1.6,117.5,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=10, tm_hour=22, tm_min=37, tm_sec=5, tm_wday=2, tm_yday=222, tm_isdst=-1)",2022-08-10,2022,8,222,10,37,22,BUS02,Good,< 12.00,2.00 - 4.00
2022-08-10 22:39:35,40.765774,-111.909767,1339.9,-9999.0,-9999.0,-9999.0,12.91,35.6,33.37,24.28,3.0,2.0,36.61,19.0,874.0,0.0,41.3,2.33,42.1,830.0,1.7,12.3,14.0,35.0,808.1,1.6,120.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=10, tm_hour=22, tm_min=39, tm_sec=35, tm_wday=2, tm_yday=222, tm_isdst=-1)",2022-08-10,2022,8,222,10,39,22,BUS02,Good,< 12.00,2.00 - 4.00
2022-08-10 22:42:05,40.765766,-111.909767,1338.3,-9999.0,-9999.0,-9999.0,13.44,35.7,33.27,24.26,2.0,2.0,36.61,19.0,874.2,0.0,46.8,2.35,42.7,830.2,-0.8,12.3,11.6,35.1,807.9,1.6,121.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=8, tm_mday=10, tm_hour=22, tm_min=42, tm_sec=5, tm_wday=2, tm_yday=222, tm_isdst=-1)",2022-08-10,2022,8,222,10,42,22,BUS02,Good,< 12.00,2.00 - 4.00
