,Timestamp,Year,Month,Longitude,Latitude,ES642_PM2.5_Concentration,2B_Ozone_Concentration,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Cell_O3_Flow_Rate
0,2023-09-20T19:18:40,2023,9,-111.910645,40.761013,-9999.00,37.40,none,None,None,None
1,2023-09-25T15:10:45,2023,9,-111.910553,40.760559,-9999.00,10.20,none,None,None,None
2,2023-09-25T15:15:50,2023,9,-111.910469,40.760487,-9999.00,13.40,none,None,None,None
3,2023-09-25T15:20:55,2023,9,-111.91069,40.761559,-9999.00,15.80,none,None,None,None
4,2023-09-25T15:26:00,2023,9,-111.910599,40.761555,-9999.00,14.20,none,None,None,None
5,2023-09-25T15:31:05,2023,9,-111.910744,40.761398,-9999.00,20.20,none,None,None,None
6,2023-09-25T15:36:10,2023,9,-111.91053,40.761353,-9999.00,18.00,none,None,None,None
7,2023-09-25T15:41:15,2023,9,-111.910606,40.76141,-9999.00,22.50,none,None,None,None
8,2023-09-25T15:46:20,2023,9,-111.910629,40.761452,-9999.00,27.40,none,None,None,None
9,2023-09-25T15:51:25,2023,9,-111.910576,40.761532,-9999.00,19.90,none,None,None,None
10,2023-09-25T17:26:45,2023,9,-111.91098,40.761471,-9999.00,34.30,none,None,None,None
11,2023-09-25T17:31:50,2023,9,-111.912949,40.761456,-9999.00,34.20,none,None,None,None
12,2023-09-25T17:36:55,2023,9,-111.911957,40.761482,-9999.00,35.00,none,None,None,None
13,2023-09-25T17:42:00,2023,9,-111.910774,40.761387,-9999.00,33.00,none,None,None,None
14,2023-09-25T17:47:05,2023,9,-111.910301,40.761333,-9999.00,29.50,none,None,None,None
15,2023-09-25T17:52:10,2023,9,-111.910408,40.761414,-9999.00,33.20,none,None,None,None
16,2023-09-25T17:57:15,2023,9,-111.910652,40.761482,-9999.00,32.70,none,None,None,None
17,2023-09-25T18:02:20,2023,9,-111.910713,40.761711,-9999.00,31.80,none,None,None,None
18,2023-09-25T18:07:25,2023,9,-111.910629,40.761398,-9999.00,33.90,none,None,None,None
19,2023-09-25T18:12:30,2023,9,-111.910599,40.761356,-9999.00,31.30,none,None,None,None
20,2023-09-25T18:17:35,2023,9,-111.910667,40.761463,-9999.00,37.10,none,None,None,None
21,2023-09-25T18:22:40,2023,9,-111.910591,40.761463,-9999.00,24.50,none,None,None,None
22,2023-09-25T18:27:45,2023,9,-111.910645,40.76133,-9999.00,41.20,none,None,None,None
23,2023-09-25T19:18:10,2023,9,-111.910538,40.761528,-9999.00,44.10,none,None,None,None
24,2023-09-25T19:23:15,2023,9,-111.910667,40.761452,-9999.00,45.50,none,None,None,None
25,2023-09-25T19:28:20,2023,9,-111.910706,40.761452,-9999.00,47.20,none,None,None,None
26,2023-09-25T19:33:55,2023,9,-111.910309,40.762135,-9999.00,48.40,none,None,None,None
27,2023-09-25T19:39:00,2023,9,-111.910645,40.761066,-9999.00,45.80,none,None,None,None
28,2023-09-25T19:44:05,2023,9,-111.910698,40.761688,-9999.00,51.30,none,None,None,None
29,2023-09-25T19:49:10,2023,9,-111.910599,40.761471,-9999.00,46.00,none,None,None,None
30,2023-09-25T19:54:15,2023,9,-111.910599,40.761311,-9999.00,50.10,none,None,None,None
31,2023-09-25T19:59:20,2023,9,-111.910675,40.761768,-9999.00,49.90,none,None,None,None
32,2023-09-25T20:04:25,2023,9,-111.910599,40.761868,-9999.00,50.50,none,None,None,None
33,2023-09-25T20:09:30,2023,9,-111.910645,40.761452,-9999.00,52.90,none,None,None,None
34,2023-09-25T20:14:35,2023,9,-111.910446,40.761562,-9999.00,50.10,none,None,None,None
35,2023-09-25T20:19:50,2023,9,-111.910583,40.761642,-9999.00,47.80,none,None,None,None
36,2023-09-25T20:24:55,2023,9,-111.910614,40.761433,-9999.00,52.40,none,None,None,None
37,2023-09-25T20:30:00,2023,9,-111.910698,40.761314,-9999.00,50.00,none,None,None,None
38,2023-09-25T20:35:05,2023,9,-111.910606,40.761326,-9999.00,53.10,none,None,None,None
39,2023-09-25T20:40:10,2023,9,-111.910751,40.761559,-9999.00,54.50,none,None,None,None
40,2023-09-25T21:30:40,2023,9,-111.910736,40.76133,-9999.00,52.50,none,None,None,None
41,2023-09-25T21:35:45,2023,9,-111.910622,40.761307,-9999.00,48.90,none,None,None,None
42,2023-09-25T21:40:50,2023,9,-111.910851,40.761372,-9999.00,47.50,none,None,None,None
43,2023-09-25T21:45:55,2023,9,-111.910721,40.761414,-9999.00,47.40,none,None,None,None
44,2023-09-25T22:36:25,2023,9,-111.910629,40.761253,-9999.00,51.10,none,None,None,None
45,2023-09-25T22:41:30,2023,9,-111.910744,40.761116,-9999.00,50.60,none,None,None,None
46,2023-09-25T22:46:35,2023,9,-111.910667,40.761238,-9999.00,50.40,none,None,None,None
47,2023-09-25T22:51:40,2023,9,-111.910767,40.761436,-9999.00,51.90,none,None,None,None
48,2023-09-25T22:56:45,2023,9,-111.910645,40.761379,-9999.00,50.00,none,None,None,None
49,2023-09-25T23:01:50,2023,9,-111.910423,40.761452,-9999.00,54.70,none,None,None,None
50,2023-09-25T23:06:55,2023,9,-111.910583,40.761272,-9999.00,53.40,none,None,None,None
51,2023-09-25T23:12:00,2023,9,-111.910507,40.761299,-9999.00,49.80,none,None,None,None
52,2023-09-25T23:17:05,2023,9,-111.910522,40.761261,-9999.00,54.50,none,None,None,None
53,2023-09-25T23:22:10,2023,9,-111.910561,40.761318,-9999.00,49.80,none,None,None,None
54,2023-09-25T23:27:15,2023,9,-111.910622,40.761292,-9999.00,51.60,none,None,None,None
55,2023-09-25T23:32:20,2023,9,-111.910492,40.761047,-9999.00,56.50,none,None,None,None
56,2023-09-25T23:37:25,2023,9,-111.910698,40.761383,-9999.00,50.10,none,None,None,None
57,2023-09-26T00:27:50,2023,9,-111.910713,40.761486,-9999.00,52.90,none,None,None,None
58,2023-09-26T00:32:55,2023,9,-111.910545,40.761356,-9999.00,39.60,none,None,None,None
59,2023-09-26T00:38:00,2023,9,-111.910645,40.761364,-9999.00,48.90,none,None,None,None
60,2023-09-26T00:43:05,2023,9,-111.910606,40.761436,-9999.00,49.80,none,None,None,None
61,2023-09-26T00:48:10,2023,9,-111.910637,40.761585,-9999.00,43.00,none,None,None,None
62,2023-09-26T00:53:15,2023,9,-111.910706,40.761421,-9999.00,47.90,none,None,None,None
63,2023-09-26T00:58:20,2023,9,-111.910652,40.761429,-9999.00,41.30,none,None,None,None
64,2023-09-26T01:03:25,2023,9,-111.910583,40.761497,-9999.00,42.60,none,None,None,None
65,2023-09-26T01:08:30,2023,9,-111.9105,40.761417,-9999.00,44.90,none,None,None,None
66,2023-09-26T01:13:35,2023,9,-111.910721,40.761398,-9999.00,44.10,none,None,None,None
67,2023-09-26T01:18:40,2023,9,-111.910492,40.761417,-9999.00,39.60,none,None,None,None
68,2023-09-26T01:23:45,2023,9,-111.910576,40.761398,-9999.00,40.50,none,None,None,None
69,2023-09-26T01:28:50,2023,9,-111.910728,40.761528,-9999.00,33.50,none,None,None,None
70,2023-09-26T01:33:55,2023,9,-111.910683,40.761478,-9999.00,25.90,none,None,None,None
71,2023-09-26T01:39:00,2023,9,-111.910591,40.761421,-9999.00,21.30,none,None,None,None
72,2023-09-26T01:44:05,2023,9,-111.910378,40.761421,-9999.00,16.50,none,None,None,None
73,2023-09-26T01:49:10,2023,9,-111.910553,40.76144,-9999.00,23.70,none,None,None,None
74,2023-09-26T01:54:15,2023,9,-111.910614,40.761478,-9999.00,29.80,none,None,None,None
75,2023-09-26T01:59:20,2023,9,-111.911224,40.761501,-9999.00,30.20,none,None,None,None
76,2023-09-26T02:04:25,2023,9,-111.910568,40.761761,-9999.00,28.90,none,None,None,None
77,2023-09-26T02:09:30,2023,9,-111.910614,40.761257,-9999.00,22.30,none,None,None,None
78,2023-09-26T02:14:35,2023,9,-111.910393,40.761288,-9999.00,24.80,none,None,None,None
79,2023-09-26T02:19:40,2023,9,-111.910637,40.761311,-9999.00,28.60,none,None,None,None
80,2023-09-26T02:24:45,2023,9,-111.910629,40.761333,-9999.00,23.20,none,None,None,None
81,2023-09-26T02:29:50,2023,9,-111.910423,40.761276,-9999.00,13.10,none,None,None,None
82,2023-09-26T02:34:55,2023,9,-111.910568,40.761288,-9999.00,23.60,none,None,None,None
83,2023-09-26T02:40:00,2023,9,-111.910576,40.761333,-9999.00,15.10,none,None,None,None
84,2023-09-26T02:45:05,2023,9,-111.910866,40.76112,-9999.00,24.10,none,None,None,None
85,2023-09-26T02:50:10,2023,9,-111.910645,40.76144,-9999.00,24.00,none,None,None,None
86,2023-09-26T02:55:15,2023,9,-111.910629,40.761364,-9999.00,20.00,none,None,None,None
87,2023-09-26T03:00:20,2023,9,-111.910629,40.761436,-9999.00,13.10,none,None,None,None
88,2023-09-26T03:05:25,2023,9,-111.910469,40.761429,-9999.00,15.90,none,None,None,None
89,2023-09-26T03:10:30,2023,9,-111.910606,40.761242,-9999.00,20.90,none,None,None,None
90,2023-09-26T03:15:35,2023,9,-111.910606,40.761314,-9999.00,18.60,none,None,None,None
91,2023-09-26T03:20:40,2023,9,-111.91069,40.761497,-9999.00,25.70,none,None,None,None
92,2023-09-26T03:25:45,2023,9,-111.910652,40.761326,-9999.00,22.50,none,None,None,None
93,2023-09-26T03:30:50,2023,9,-111.910667,40.761299,-9999.00,16.50,none,None,None,None
94,2023-09-26T03:35:55,2023,9,-111.910736,40.761406,-9999.00,23.40,none,None,None,None
95,2023-09-26T03:41:00,2023,9,-111.91066,40.761288,-9999.00,24.50,none,None,None,None
96,2023-09-26T03:46:05,2023,9,-111.910606,40.761345,-9999.00,14.50,none,None,None,None
97,2023-09-26T03:51:10,2023,9,-111.910614,40.761467,-9999.00,24.30,none,None,None,None
98,2023-09-26T03:56:15,2023,9,-111.910576,40.761406,-9999.00,27.40,none,None,None,None
99,2023-09-26T04:01:20,2023,9,-111.910553,40.76152,-9999.00,25.80,none,None,None,None
100,2023-09-26T04:06:25,2023,9,-111.910728,40.761581,-9999.00,11.00,none,None,None,None
101,2023-09-26T04:11:30,2023,9,-111.91069,40.761181,-9999.00,13.40,none,None,None,None
102,2023-09-26T04:16:35,2023,9,-111.910599,40.761173,-9999.00,5.30,none,None,None,None
103,2023-09-26T04:21:40,2023,9,-111.910774,40.761288,-9999.00,6.60,none,None,None,None
104,2023-09-26T04:26:45,2023,9,-111.910446,40.761349,-9999.00,6.10,none,None,None,None
105,2023-09-26T04:31:50,2023,9,-111.910583,40.761341,-9999.00,6.70,none,None,None,None
106,2023-09-26T04:36:55,2023,9,-111.910843,40.761246,-9999.00,3.20,none,None,None,None
107,2023-09-26T04:42:00,2023,9,-111.910568,40.76115,-9999.00,3.00,none,None,None,None
108,2023-09-26T04:47:05,2023,9,-111.910591,40.761341,-9999.00,11.70,none,None,None,None
109,2023-09-26T04:52:10,2023,9,-111.910583,40.761379,-9999.00,16.40,none,None,None,None
110,2023-09-26T04:57:15,2023,9,-111.910835,40.761398,-9999.00,24.50,none,None,None,None
111,2023-09-26T05:02:20,2023,9,-111.910713,40.761421,-9999.00,22.00,none,None,None,None
112,2023-09-26T05:07:25,2023,9,-111.910728,40.761467,-9999.00,22.30,none,None,None,None
113,2023-09-26T05:12:30,2023,9,-111.910507,40.761322,-9999.00,17.80,none,None,None,None
114,2023-09-26T05:17:35,2023,9,-111.910347,40.761341,-9999.00,22.10,none,None,None,None
115,2023-09-26T05:22:40,2023,9,-111.910645,40.761387,-9999.00,29.70,none,None,None,None
116,2023-09-26T05:27:45,2023,9,-111.91069,40.761642,-9999.00,25.60,none,None,None,None
117,2023-09-26T05:32:50,2023,9,-111.910606,40.761391,-9999.00,12.90,none,None,None,None
118,2023-09-26T05:37:55,2023,9,-111.910583,40.761368,-9999.00,33.30,none,None,None,None
119,2023-09-26T05:43:00,2023,9,-111.91069,40.761311,-9999.00,15.80,none,None,None,None
120,2023-09-26T05:48:05,2023,9,-111.910927,40.760967,-9999.00,36.90,none,None,None,None
121,2023-09-26T05:53:10,2023,9,-111.9104,40.761513,-9999.00,33.20,none,None,None,None
122,2023-09-26T05:58:15,2023,9,-111.910973,40.761429,-9999.00,33.20,none,None,None,None
123,2023-09-26T06:03:20,2023,9,-111.910507,40.761211,-9999.00,31.30,none,None,None,None
124,2023-09-26T06:08:25,2023,9,-111.910591,40.761444,-9999.00,31.50,none,None,None,None
125,2023-09-26T06:13:30,2023,9,-111.910683,40.761482,-9999.00,31.50,none,None,None,None
126,2023-09-26T06:18:35,2023,9,-111.9105,40.761272,-9999.00,26.90,none,None,None,None
127,2023-09-26T06:23:40,2023,9,-111.910599,40.761471,-9999.00,35.70,none,None,None,None
128,2023-09-26T06:28:45,2023,9,-111.91069,40.761585,-9999.00,30.70,none,None,None,None
129,2023-09-26T06:33:50,2023,9,-111.910797,40.761623,-9999.00,31.70,none,None,None,None
130,2023-09-26T06:38:55,2023,9,-111.910461,40.761269,-9999.00,17.10,none,None,None,None
131,2023-09-26T06:44:00,2023,9,-111.910728,40.76162,-9999.00,18.30,none,None,None,None
132,2023-09-26T06:49:05,2023,9,-111.910652,40.761616,-9999.00,24.40,none,None,None,None
133,2023-09-26T06:54:10,2023,9,-111.910744,40.761559,-9999.00,22.00,none,None,None,None
134,2023-09-26T06:59:15,2023,9,-111.910706,40.761524,-9999.00,19.00,none,None,None,None
135,2023-09-26T07:04:20,2023,9,-111.91066,40.761356,-9999.00,15.60,none,None,None,None
136,2023-09-26T07:09:25,2023,9,-111.910706,40.761486,-9999.00,13.30,none,None,None,None
137,2023-09-26T07:14:30,2023,9,-111.910744,40.761292,-9999.00,11.10,none,None,None,None
138,2023-09-26T07:19:35,2023,9,-111.910599,40.76149,-9999.00,8.60,none,None,None,None
139,2023-09-26T07:24:40,2023,9,-111.910545,40.761559,-9999.00,19.50,none,None,None,None
140,2023-09-26T07:29:45,2023,9,-111.910454,40.761456,-9999.00,23.80,none,None,None,None
141,2023-09-26T07:36:05,2023,9,-111.910599,40.761368,-9999.00,27.20,none,None,None,None
142,2023-09-26T07:41:10,2023,9,-111.910355,40.761284,-9999.00,30.10,none,None,None,None
143,2023-09-27T21:32:40,2023,9,-111.910316,40.761417,-9999.00,-9999.00,none,None,None,None
144,2023-09-27T21:37:45,2023,9,-111.911079,40.761406,-9999.00,45.90,none,None,None,None
145,2023-09-27T21:42:50,2023,9,-111.911255,40.761333,-9999.00,53.60,none,None,None,None
146,2023-09-27T21:47:55,2023,9,-111.910561,40.761551,-9999.00,54.50,none,None,None,None
147,2023-09-27T21:53:00,2023,9,-111.910515,40.761318,-9999.00,48.60,none,None,None,None
148,2023-09-27T21:58:05,2023,9,-111.910576,40.761421,-9999.00,51.00,none,None,None,None
149,2023-09-27T22:03:10,2023,9,-111.90979,40.762142,-9999.00,50.70,none,None,None,None
150,2023-09-27T22:08:15,2023,9,-111.910599,40.761368,-9999.00,56.10,none,None,None,None
151,2023-09-27T22:13:20,2023,9,-111.910294,40.761513,-9999.00,48.60,none,None,None,None
152,2023-09-27T22:18:25,2023,9,-111.910263,40.76165,-9999.00,51.70,none,None,None,None
153,2023-09-27T22:23:30,2023,9,-111.910515,40.761204,-9999.00,49.70,none,None,None,None
154,2023-09-27T22:28:35,2023,9,-111.910683,40.761387,-9999.00,52.20,none,None,None,None
155,2023-09-27T22:33:40,2023,9,-111.910797,40.761211,-9999.00,46.80,none,None,None,None
156,2023-09-27T22:38:45,2023,9,-111.910728,40.761185,-9999.00,45.60,none,None,None,None
157,2023-09-27T22:43:50,2023,9,-111.910294,40.761356,-9999.00,43.80,none,None,None,None
158,2023-09-27T22:48:55,2023,9,-111.9105,40.761581,-9999.00,46.00,none,None,None,None
159,2023-09-27T22:54:00,2023,9,-111.910416,40.761734,-9999.00,45.60,none,None,None,None
160,2023-09-27T22:59:05,2023,9,-111.910378,40.761311,-9999.00,45.40,none,None,None,None
161,2023-09-27T23:04:10,2023,9,-111.910561,40.761379,-9999.00,45.70,none,None,None,None
162,2023-09-27T23:09:15,2023,9,-111.910652,40.761528,-9999.00,43.20,none,None,None,None
163,2023-09-27T23:14:20,2023,9,-111.910561,40.761349,-9999.00,43.10,none,None,None,None
164,2023-09-27T23:19:25,2023,9,-111.910667,40.761551,-9999.00,40.40,none,None,None,None
165,2023-09-27T23:24:30,2023,9,-111.910553,40.761673,-9999.00,42.50,none,None,None,None
166,2023-09-27T23:29:35,2023,9,-111.910622,40.761681,-9999.00,47.30,none,None,None,None
167,2023-09-27T23:34:40,2023,9,-111.910629,40.761326,-9999.00,41.40,none,None,None,None
168,2023-09-27T23:39:45,2023,9,-111.910614,40.761314,-9999.00,40.10,none,None,None,None
169,2023-09-27T23:44:50,2023,9,-111.910889,40.761532,-9999.00,42.00,none,None,None,None
170,2023-09-27T23:49:55,2023,9,-111.910744,40.761597,-9999.00,42.90,none,None,None,None
171,2023-09-27T23:55:00,2023,9,-111.910469,40.76165,-9999.00,41.10,none,None,None,None
172,2023-09-28T00:00:05,2023,9,-111.91069,40.761353,-9999.00,40.80,none,None,None,None
173,2023-09-28T00:05:10,2023,9,-111.910591,40.761208,-9999.00,41.60,none,None,None,None
174,2023-09-28T00:10:15,2023,9,-111.91066,40.761486,-9999.00,39.20,none,None,None,None
175,2023-09-28T00:15:20,2023,9,-111.910469,40.761467,-9999.00,41.70,none,None,None,None
176,2023-09-28T00:20:25,2023,9,-111.910706,40.76194,-9999.00,39.70,none,None,None,None
177,2023-09-28T00:25:30,2023,9,-111.91037,40.761547,-9999.00,39.40,none,None,None,None
178,2023-09-28T00:30:35,2023,9,-111.910439,40.761181,-9999.00,44.10,none,None,None,None
179,2023-09-28T00:35:40,2023,9,-111.91066,40.761517,-9999.00,37.50,none,None,None,None
180,2023-09-28T00:40:45,2023,9,-111.910713,40.761452,-9999.00,39.40,none,None,None,None
181,2023-09-28T00:45:50,2023,9,-111.910667,40.761478,-9999.00,38.10,none,None,None,None
182,2023-09-28T00:50:55,2023,9,-111.910583,40.761547,-9999.00,38.00,none,None,None,None
183,2023-09-28T00:56:00,2023,9,-111.910553,40.761398,-9999.00,36.70,none,None,None,None
184,2023-09-28T01:01:05,2023,9,-111.910538,40.76141,-9999.00,41.50,none,None,None,None
185,2023-09-28T01:06:10,2023,9,-111.910744,40.761532,-9999.00,41.00,none,None,None,None
186,2023-09-28T01:11:15,2023,9,-111.910759,40.761765,-9999.00,29.70,none,None,None,None
187,2023-09-28T01:16:20,2023,9,-111.910591,40.761688,-9999.00,27.90,none,None,None,None
188,2023-09-28T01:21:25,2023,9,-111.910545,40.761467,-9999.00,28.00,none,None,None,None
189,2023-09-28T01:26:30,2023,9,-111.91053,40.761486,-9999.00,35.40,none,None,None,None
190,2023-09-28T01:31:35,2023,9,-111.910522,40.761475,-9999.00,27.10,none,None,None,None
191,2023-09-28T01:36:40,2023,9,-111.910789,40.761364,-9999.00,33.60,none,None,None,None
192,2023-09-28T01:41:45,2023,9,-111.910408,40.761478,-9999.00,22.30,none,None,None,None
193,2023-09-28T01:46:50,2023,9,-111.910507,40.76136,-9999.00,23.40,none,None,None,None
194,2023-09-28T01:51:55,2023,9,-111.9105,40.761578,-9999.00,27.00,none,None,None,None
195,2023-09-28T01:57:00,2023,9,-111.910576,40.761284,-9999.00,17.70,none,None,None,None
196,2023-09-28T02:02:05,2023,9,-111.910728,40.761475,-9999.00,9.00,none,None,None,None
197,2023-09-28T02:07:10,2023,9,-111.9105,40.761406,-9999.00,21.20,none,None,None,None
198,2023-09-28T02:12:15,2023,9,-111.910622,40.761509,-9999.00,25.40,none,None,None,None
199,2023-09-28T02:17:20,2023,9,-111.910606,40.761398,-9999.00,7.30,none,None,None,None
