,Timestamp,Year,Month,Longitude,Latitude,ES642_PM2.5_Concentration,2B_Ozone_Concentration,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Cell_O3_Flow_Rate,PM2.5_Concentration
0,2022-02-05T02:51:55,2022,2,-111.916779,40.768871,,3.00,none,None,None,None,7.00
1,2022-02-05T02:55:00,2022,2,-111.911201,40.768532,,2.00,none,None,None,None,7.00
2,2022-02-05T02:57:35,2022,2,-111.909134,40.767448,,1.80,none,None,None,None,7.00
3,2022-02-05T03:00:10,2022,2,-111.908852,40.767044,,2.10,none,None,None,None,7.00
4,2022-02-05T03:03:05,2022,2,-111.90123,40.770859,,-0.00,none,None,None,None,6.00
5,2022-02-05T03:05:40,2022,2,-111.909126,40.766777,,0.60,none,None,None,None,5.00
6,2022-02-05T03:08:15,2022,2,-111.910118,40.765984,,0.20,none,None,None,None,6.00
7,2022-02-05T03:10:50,2022,2,-111.90934,40.765621,,-1.00,none,None,None,None,6.00
8,2022-02-05T03:13:25,2022,2,-111.909256,40.765491,,-3.40,none,None,None,None,5.00
9,2022-02-05T03:16:00,2022,2,-111.909142,40.765633,,-0.20,none,None,None,None,5.00
10,2022-02-05T03:18:35,2022,2,-111.909187,40.765614,,-0.30,none,None,None,None,4.00
11,2022-02-05T03:21:10,2022,2,-111.909233,40.76543,,1.90,none,None,None,None,5.00
12,2022-02-05T03:23:45,2022,2,-111.909409,40.765369,,-0.60,none,None,None,None,5.00
13,2022-02-05T03:26:20,2022,2,-111.909248,40.765453,,2.40,none,None,None,None,4.00
14,2022-02-05T03:28:55,2022,2,-111.909225,40.765602,,1.80,none,None,None,None,4.00
15,2022-02-05T03:31:30,2022,2,-111.909264,40.765484,,1.70,none,None,None,None,5.00
16,2022-02-05T03:34:05,2022,2,-111.909218,40.765362,,2.80,none,None,None,None,5.00
17,2022-02-05T03:36:40,2022,2,-111.909142,40.765408,,-1.10,none,None,None,None,4.00
18,2022-02-05T03:39:15,2022,2,-111.909111,40.765408,,-2.90,none,None,None,None,5.00
19,2022-02-05T03:41:50,2022,2,-111.90921,40.765465,,0.20,none,None,None,None,5.00
20,2022-02-05T03:44:25,2022,2,-111.909309,40.765507,,-1.00,none,None,None,None,7.00
21,2022-02-05T03:47:00,2022,2,-111.909225,40.76553,,-0.70,none,None,None,None,6.00
22,2022-02-05T03:49:35,2022,2,-111.90905,40.765461,,-0.80,none,None,None,None,4.00
23,2022-02-05T03:52:10,2022,2,-111.90892,40.765369,,1.70,none,None,None,None,6.00
24,2022-02-05T03:54:45,2022,2,-111.909233,40.765179,,0.20,none,None,None,None,5.00
25,2022-02-05T03:57:20,2022,2,-111.90918,40.765385,,-0.90,none,None,None,None,5.00
26,2022-02-05T03:59:55,2022,2,-111.909073,40.76535,,3.30,none,None,None,None,5.00
27,2022-02-05T04:02:30,2022,2,-111.908951,40.765419,,1.90,none,None,None,None,6.00
28,2022-02-05T04:05:05,2022,2,-111.908974,40.765457,,1.60,none,None,None,None,5.00
29,2022-02-05T04:07:40,2022,2,-111.909172,40.765568,,2.40,none,None,None,None,4.00
30,2022-02-05T04:10:15,2022,2,-111.909203,40.765511,,0.00,none,None,None,None,5.00
31,2022-02-05T04:12:50,2022,2,-111.908936,40.765591,,1.70,none,None,None,None,5.00
32,2022-02-05T04:15:25,2022,2,-111.908974,40.765488,,2.40,none,None,None,None,5.00
33,2022-02-05T04:18:00,2022,2,-111.908989,40.765301,,1.20,none,None,None,None,7.00
34,2022-02-05T04:20:35,2022,2,-111.909035,40.765385,,2.00,none,None,None,None,6.00
35,2022-02-05T04:23:10,2022,2,-111.909103,40.765377,,-0.20,none,None,None,None,7.00
36,2022-02-05T04:25:45,2022,2,-111.908981,40.765461,,1.30,none,None,None,None,7.00
37,2022-02-05T04:28:20,2022,2,-111.909149,40.765564,,1.10,none,None,None,None,8.00
38,2022-02-05T04:30:55,2022,2,-111.90905,40.76561,,0.80,none,None,None,None,6.00
39,2022-02-05T04:33:30,2022,2,-111.909035,40.765648,,0.20,none,None,None,None,7.00
40,2022-02-05T04:36:05,2022,2,-111.909157,40.765472,,1.30,none,None,None,None,7.00
41,2022-02-05T04:38:40,2022,2,-111.908936,40.765514,,2.70,none,None,None,None,6.00
42,2022-02-05T04:41:15,2022,2,-111.908966,40.76543,,2.70,none,None,None,None,7.00
43,2022-02-05T04:43:50,2022,2,-111.909073,40.765709,,-0.70,none,None,None,None,7.00
44,2022-02-05T04:46:25,2022,2,-111.909004,40.765491,,1.90,none,None,None,None,6.00
45,2022-02-05T04:49:00,2022,2,-111.909309,40.765656,,1.80,none,None,None,None,6.00
46,2022-02-05T04:51:35,2022,2,-111.908951,40.765381,,-0.20,none,None,None,None,8.00
47,2022-02-05T04:54:10,2022,2,-111.909065,40.765533,,-0.10,none,None,None,None,6.00
48,2022-02-05T04:56:45,2022,2,-111.908943,40.765594,,0.30,none,None,None,None,6.00
49,2022-02-05T04:59:20,2022,2,-111.909294,40.765575,,2.40,none,None,None,None,7.00
50,2022-02-05T05:01:55,2022,2,-111.909607,40.766087,,-0.70,none,None,None,None,9.00
51,2022-02-05T05:04:30,2022,2,-111.911041,40.767925,,-0.50,none,None,None,None,11.00
52,2022-02-05T05:07:05,2022,2,-111.910507,40.766594,,1.70,none,None,None,None,7.00
53,2022-02-05T05:09:40,2022,2,-111.910362,40.766266,,1.50,none,None,None,None,8.00
54,2022-02-05T05:12:15,2022,2,-111.910286,40.766193,,2.30,none,None,None,None,-9999.00
55,2022-02-05T05:14:50,2022,2,-111.910172,40.766171,,0.90,none,None,None,None,7.00
56,2022-02-05T05:17:25,2022,2,-111.910072,40.766098,,4.00,none,None,None,None,8.00
57,2022-02-05T05:20:00,2022,2,-111.909988,40.765911,,0.10,none,None,None,None,7.00
58,2022-02-05T05:22:35,2022,2,-111.90976,40.765888,,0.80,none,None,None,None,9.00
59,2022-02-05T05:25:10,2022,2,-111.90976,40.765888,,0.40,none,None,None,None,10.00
60,2022-02-05T05:27:45,2022,2,-111.909668,40.765789,,-1.90,none,None,None,None,8.00
61,2022-02-05T05:30:20,2022,2,-111.909706,40.765739,,-0.10,none,None,None,None,8.00
62,2022-02-05T05:32:55,2022,2,-111.909698,40.765713,,-0.80,none,None,None,None,8.00
63,2022-02-05T05:35:30,2022,2,-111.909775,40.765739,,-3.00,none,None,None,None,9.00
64,2022-02-05T05:38:05,2022,2,-111.909767,40.765732,,-2.20,none,None,None,None,9.00
65,2022-02-05T05:40:40,2022,2,-111.909706,40.76572,,2.60,none,None,None,None,8.00
66,2022-02-05T05:43:15,2022,2,-111.909691,40.765732,,1.80,none,None,None,None,10.00
67,2022-02-05T05:45:50,2022,2,-111.909706,40.765797,,0.50,none,None,None,None,9.00
68,2022-02-05T05:48:25,2022,2,-111.909645,40.765797,,-0.40,none,None,None,None,11.00
69,2022-02-05T05:51:00,2022,2,-111.909584,40.765808,,-0.70,none,None,None,None,11.00
70,2022-02-05T05:53:35,2022,2,-111.909645,40.765812,,-2.90,none,None,None,None,9.00
71,2022-02-05T05:56:10,2022,2,-111.90966,40.765816,,1.00,none,None,None,None,9.00
72,2022-02-05T05:58:45,2022,2,-111.90966,40.765804,,-2.20,none,None,None,None,9.00
73,2022-02-05T06:01:20,2022,2,-111.909622,40.765846,,-0.20,none,None,None,None,12.00
74,2022-02-05T06:03:55,2022,2,-111.909721,40.765835,,-2.70,none,None,None,None,11.00
75,2022-02-05T06:06:30,2022,2,-111.909645,40.76582,,-1.40,none,None,None,None,10.00
76,2022-02-05T06:09:05,2022,2,-111.909607,40.765789,,-0.30,none,None,None,None,11.00
77,2022-02-05T06:11:40,2022,2,-111.909622,40.765797,,-0.90,none,None,None,None,12.00
78,2022-02-05T06:14:15,2022,2,-111.909607,40.765797,,-1.30,none,None,None,None,11.00
79,2022-02-05T06:16:50,2022,2,-111.909782,40.765846,,1.00,none,None,None,None,10.00
80,2022-02-05T06:19:25,2022,2,-111.90963,40.765713,,-0.70,none,None,None,None,15.00
81,2022-02-05T06:22:00,2022,2,-111.909576,40.765743,,-1.80,none,None,None,None,20.00
82,2022-02-05T06:24:35,2022,2,-111.909561,40.765739,,0.00,none,None,None,None,12.00
83,2022-02-05T06:27:10,2022,2,-111.909554,40.765743,,-1.90,none,None,None,None,11.00
84,2022-02-05T06:29:45,2022,2,-111.909561,40.765743,,-0.30,none,None,None,None,10.00
85,2022-02-05T06:32:20,2022,2,-111.909569,40.765747,,-1.30,none,None,None,None,10.00
86,2022-02-05T06:34:55,2022,2,-111.909569,40.765755,,0.80,none,None,None,None,8.00
87,2022-02-05T06:37:30,2022,2,-111.909569,40.765759,,5.00,none,None,None,None,8.00
88,2022-02-05T06:40:05,2022,2,-111.909622,40.765759,,-1.00,none,None,None,None,7.00
89,2022-02-05T06:42:40,2022,2,-111.909622,40.765759,,0.70,none,None,None,None,7.00
90,2022-02-05T06:45:15,2022,2,-111.90963,40.765762,,-0.50,none,None,None,None,8.00
91,2022-02-05T06:47:50,2022,2,-111.909637,40.765766,,1.10,none,None,None,None,7.00
92,2022-02-05T06:50:25,2022,2,-111.909645,40.765774,,0.60,none,None,None,None,8.00
93,2022-02-05T06:53:00,2022,2,-111.909653,40.765774,,-0.70,none,None,None,None,7.00
94,2022-02-05T06:55:35,2022,2,-111.90966,40.765778,,-0.30,none,None,None,None,7.00
95,2022-02-05T06:58:10,2022,2,-111.90966,40.765778,,-1.70,none,None,None,None,7.00
96,2022-02-05T07:00:45,2022,2,-111.909607,40.765903,,0.70,none,None,None,None,7.00
97,2022-02-05T07:03:20,2022,2,-111.909607,40.765896,,-0.80,none,None,None,None,7.00
98,2022-02-05T07:05:55,2022,2,-111.909683,40.765881,,-2.20,none,None,None,None,8.00
99,2022-02-05T07:08:30,2022,2,-111.909691,40.765877,,-3.50,none,None,None,None,7.00
100,2022-02-05T07:11:05,2022,2,-111.909698,40.765877,,-1.10,none,None,None,None,7.00
101,2022-02-05T07:13:40,2022,2,-111.909737,40.765804,,0.60,none,None,None,None,8.00
102,2022-02-05T07:16:15,2022,2,-111.909782,40.765858,,-0.30,none,None,None,None,9.00
103,2022-02-05T07:18:50,2022,2,-111.909538,40.765671,,-0.00,none,None,None,None,7.00
104,2022-02-05T07:21:25,2022,2,-111.909668,40.765865,,0.50,none,None,None,None,9.00
105,2022-02-05T07:24:00,2022,2,-111.909821,40.766075,,-0.60,none,None,None,None,9.00
106,2022-02-05T07:26:35,2022,2,-111.909882,40.766087,,-1.00,none,None,None,None,8.00
107,2022-02-05T07:29:10,2022,2,-111.90992,40.765991,,-3.90,none,None,None,None,8.00
108,2022-02-05T07:31:45,2022,2,-111.909744,40.765934,,-1.30,none,None,None,None,10.00
109,2022-02-05T07:34:20,2022,2,-111.909706,40.765877,,-2.70,none,None,None,None,10.00
110,2022-02-05T07:36:55,2022,2,-111.909775,40.765949,,-2.60,none,None,None,None,10.00
111,2022-02-05T07:39:30,2022,2,-111.90966,40.766026,,-2.40,none,None,None,None,10.00
112,2022-02-05T07:42:05,2022,2,-111.909706,40.765892,,0.40,none,None,None,None,11.00
113,2022-02-05T07:44:40,2022,2,-111.909721,40.76601,,-1.10,none,None,None,None,11.00
114,2022-02-05T07:47:15,2022,2,-111.909737,40.765945,,-3.50,none,None,None,None,16.00
115,2022-02-05T07:49:50,2022,2,-111.909714,40.765862,,-1.20,none,None,None,None,14.00
116,2022-02-05T07:52:25,2022,2,-111.909821,40.766357,,-3.20,none,None,None,None,14.00
117,2022-02-05T07:55:00,2022,2,-111.909729,40.765797,,-1.80,none,None,None,None,13.00
118,2022-02-05T07:57:35,2022,2,-111.909584,40.765686,,-2.40,none,None,None,None,14.00
119,2022-02-05T08:00:10,2022,2,-111.909599,40.765617,,-3.10,none,None,None,None,12.00
120,2022-02-05T08:02:45,2022,2,-111.909592,40.765614,,-3.50,none,None,None,None,11.00
121,2022-02-05T08:05:20,2022,2,-111.909607,40.765907,,-2.50,none,None,None,None,12.00
122,2022-02-05T08:07:55,2022,2,-111.909561,40.765751,,-1.40,none,None,None,None,12.00
123,2022-02-05T08:10:30,2022,2,-111.909607,40.76572,,-3.50,none,None,None,None,12.00
124,2022-02-05T08:13:05,2022,2,-111.909668,40.765781,,-3.80,none,None,None,None,12.00
125,2022-02-05T08:15:40,2022,2,-111.909683,40.765858,,-2.80,none,None,None,None,-9999.00
126,2022-02-05T08:18:15,2022,2,-111.909683,40.765865,,-4.80,none,None,None,None,12.00
127,2022-02-05T08:20:50,2022,2,-111.909744,40.765919,,-2.70,none,None,None,None,14.00
128,2022-02-05T08:23:25,2022,2,-111.909737,40.765846,,-1.20,none,None,None,None,12.00
129,2022-02-05T08:26:00,2022,2,-111.909721,40.765709,,-1.20,none,None,None,None,12.00
130,2022-02-05T08:28:35,2022,2,-111.909691,40.765919,,0.20,none,None,None,None,12.00
131,2022-02-05T08:31:10,2022,2,-111.909721,40.765896,,-1.90,none,None,None,None,11.00
132,2022-02-05T08:33:45,2022,2,-111.909721,40.765888,,-1.90,none,None,None,None,12.00
133,2022-02-05T08:36:20,2022,2,-111.909706,40.765888,,-1.10,none,None,None,None,12.00
134,2022-02-05T08:38:55,2022,2,-111.909714,40.765892,,-3.20,none,None,None,None,13.00
135,2022-02-05T08:41:30,2022,2,-111.909714,40.765892,,-0.30,none,None,None,None,12.00
136,2022-02-05T08:44:05,2022,2,-111.909714,40.765892,,-0.20,none,None,None,None,13.00
137,2022-02-05T08:46:40,2022,2,-111.909706,40.765877,,-1.70,none,None,None,None,13.00
138,2022-02-05T08:49:15,2022,2,-111.909523,40.765789,,-3.40,none,None,None,None,12.00
139,2022-02-05T08:51:50,2022,2,-111.90966,40.765774,,-1.80,none,None,None,None,12.00
140,2022-02-05T08:54:25,2022,2,-111.909729,40.765705,,-1.80,none,None,None,None,10.00
141,2022-02-05T08:57:00,2022,2,-111.909737,40.765755,,1.30,none,None,None,None,9.00
142,2022-02-05T08:59:35,2022,2,-111.909744,40.765751,,0.70,none,None,None,None,8.00
143,2022-02-05T09:02:10,2022,2,-111.90976,40.76582,,6.50,none,None,None,None,6.00
144,2022-02-05T09:04:45,2022,2,-111.909752,40.765827,,4.00,none,None,None,None,7.00
145,2022-02-05T09:07:20,2022,2,-111.909744,40.765827,,-2.50,none,None,None,None,10.00
146,2022-02-05T09:09:55,2022,2,-111.909744,40.765823,,-2.80,none,None,None,None,9.00
147,2022-02-05T09:12:30,2022,2,-111.909737,40.765816,,-0.80,none,None,None,None,8.00
148,2022-02-05T09:15:05,2022,2,-111.90976,40.765755,,-3.30,none,None,None,None,9.00
149,2022-02-05T09:17:40,2022,2,-111.90976,40.765747,,-1.60,none,None,None,None,9.00
150,2022-02-05T09:20:15,2022,2,-111.90976,40.76582,,-1.10,none,None,None,None,10.00
151,2022-02-05T09:22:50,2022,2,-111.909637,40.765743,,-2.20,none,None,None,None,11.00
152,2022-02-05T09:25:25,2022,2,-111.909622,40.765743,,-3.00,none,None,None,None,11.00
153,2022-02-05T09:28:00,2022,2,-111.90963,40.765747,,-1.10,none,None,None,None,10.00
154,2022-02-05T09:30:35,2022,2,-111.90963,40.765747,,1.00,none,None,None,None,10.00
155,2022-02-05T09:33:10,2022,2,-111.909653,40.765728,,-1.50,none,None,None,None,13.00
156,2022-02-05T09:35:45,2022,2,-111.909676,40.765709,,-2.80,none,None,None,None,12.00
157,2022-02-05T09:38:20,2022,2,-111.90976,40.765785,,-2.30,none,None,None,None,11.00
158,2022-02-05T09:40:55,2022,2,-111.90976,40.765789,,-3.90,none,None,None,None,11.00
159,2022-02-05T09:43:30,2022,2,-111.909508,40.765652,,-1.30,none,None,None,None,10.00
160,2022-02-05T09:46:05,2022,2,-111.909683,40.765877,,0.90,none,None,None,None,11.00
161,2022-02-05T09:48:40,2022,2,-111.90963,40.765751,,-4.50,none,None,None,None,10.00
162,2022-02-05T09:51:15,2022,2,-111.909706,40.765724,,-3.80,none,None,None,None,11.00
163,2022-02-05T09:53:50,2022,2,-111.90979,40.76564,,-5.10,none,None,None,None,11.00
164,2022-02-05T09:56:25,2022,2,-111.909645,40.765778,,-3.20,none,None,None,None,12.00
165,2022-02-05T09:59:00,2022,2,-111.909653,40.765659,,-2.20,none,None,None,None,11.00
166,2022-02-05T10:01:35,2022,2,-111.909676,40.765759,,-1.00,none,None,None,None,11.00
167,2022-02-05T10:04:10,2022,2,-111.909653,40.765778,,-1.00,none,None,None,None,12.00
168,2022-02-05T10:06:45,2022,2,-111.909584,40.765762,,-3.30,none,None,None,None,12.00
169,2022-02-05T10:09:20,2022,2,-111.909561,40.765678,,-2.60,none,None,None,None,12.00
170,2022-02-05T10:11:55,2022,2,-111.909752,40.765873,,-2.10,none,None,None,None,11.00
171,2022-02-05T10:14:30,2022,2,-111.909554,40.765797,,-1.90,none,None,None,None,12.00
172,2022-02-05T10:17:05,2022,2,-111.9095,40.765705,,-4.40,none,None,None,None,12.00
173,2022-02-05T10:19:40,2022,2,-111.909683,40.765697,,0.80,none,None,None,None,11.00
174,2022-02-05T10:22:15,2022,2,-111.909828,40.765869,,-1.40,none,None,None,None,11.00
175,2022-02-05T10:24:50,2022,2,-111.909698,40.765854,,-3.60,none,None,None,None,12.00
176,2022-02-05T10:27:25,2022,2,-111.909668,40.765759,,-1.70,none,None,None,None,11.00
177,2022-02-05T10:30:00,2022,2,-111.909592,40.765717,,-1.90,none,None,None,None,11.00
178,2022-02-05T10:32:35,2022,2,-111.909637,40.765884,,-0.20,none,None,None,None,13.00
179,2022-02-05T10:35:10,2022,2,-111.909775,40.765808,,-3.10,none,None,None,None,11.00
180,2022-02-05T10:37:45,2022,2,-111.90966,40.765713,,-1.10,none,None,None,None,11.00
181,2022-02-05T10:40:20,2022,2,-111.909752,40.765751,,-1.50,none,None,None,None,11.00
182,2022-02-05T10:42:55,2022,2,-111.90976,40.765877,,-2.20,none,None,None,None,11.00
183,2022-02-05T10:45:30,2022,2,-111.909737,40.765781,,1.00,none,None,None,None,11.00
184,2022-02-05T10:48:05,2022,2,-111.909622,40.765705,,-1.20,none,None,None,None,10.00
185,2022-02-05T10:50:40,2022,2,-111.909538,40.765732,,-0.00,none,None,None,None,10.00
186,2022-02-05T10:53:15,2022,2,-111.909714,40.765633,,-1.30,none,None,None,None,11.00
187,2022-02-05T10:55:50,2022,2,-111.909637,40.765724,,1.20,none,None,None,None,10.00
188,2022-02-05T10:58:25,2022,2,-111.909729,40.765862,,-3.70,none,None,None,None,11.00
189,2022-02-05T11:01:00,2022,2,-111.909691,40.765789,,-2.10,none,None,None,None,9.00
190,2022-02-05T11:03:35,2022,2,-111.909706,40.765701,,-2.30,none,None,None,None,10.00
191,2022-02-05T11:06:10,2022,2,-111.90963,40.765659,,-2.90,none,None,None,None,10.00
192,2022-02-05T11:08:45,2022,2,-111.909668,40.765816,,-4.00,none,None,None,None,10.00
193,2022-02-05T11:11:20,2022,2,-111.909737,40.765808,,-3.30,none,None,None,None,10.00
194,2022-02-05T11:13:55,2022,2,-111.909622,40.765606,,-0.80,none,None,None,None,9.00
195,2022-02-05T11:16:30,2022,2,-111.909698,40.765774,,-2.30,none,None,None,None,9.00
