,Timestamp,Year,Month,Longitude,Latitude,ES642_PM2.5_Concentration,2B_Ozone_Concentration,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Cell_O3_Flow_Rate,PM2.5_Concentration
0,2023-05-03T23:05:00,2023,5,-111.911087,40.762569,,-9999.00,none,None,None,None,2.90
1,2023-05-03T23:07:35,2023,5,-111.910507,40.761478,,62.60,none,None,None,None,-9999.00
2,2023-05-04T01:05:30,2023,5,-111.909882,40.760002,,-9999.00,none,None,None,None,-9999.00
3,2023-05-04T01:08:05,2023,5,-111.910919,40.762314,,-9999.00,none,None,None,None,-9999.00
4,2023-05-04T06:30:05,2023,5,-111.910622,40.761612,,-9999.00,none,None,None,None,-9999.00
5,2023-05-04T06:32:40,2023,5,-111.910492,40.761669,,43.60,none,None,None,None,-9999.00
6,2023-05-04T07:17:40,2023,5,-111.910561,40.761566,,-9999.00,none,None,None,None,-9999.00
7,2023-05-04T07:20:15,2023,5,-111.910622,40.761562,,-9999.00,none,None,None,None,-9999.00
8,2023-05-04T12:06:40,2023,5,-111.910606,40.761349,,-9999.00,none,None,None,None,-9999.00
9,2023-05-04T12:09:15,2023,5,-111.9105,40.761292,,48.10,none,None,None,None,-9999.00
10,2023-05-04T12:11:50,2023,5,-111.910576,40.761234,,31.60,none,None,None,None,-9999.00
11,2023-05-04T12:14:25,2023,5,-111.910507,40.761368,,48.50,none,None,None,None,-9999.00
12,2023-05-04T12:17:00,2023,5,-111.910492,40.76136,,47.70,none,None,None,None,2.00
13,2023-05-04T12:19:35,2023,5,-111.910423,40.76149,,47.50,none,None,None,None,-9999.00
14,2023-05-04T12:22:10,2023,5,-111.910492,40.761574,,51.70,none,None,None,None,-9999.00
15,2023-05-04T12:24:45,2023,5,-111.910576,40.761513,,41.30,none,None,None,None,-9999.00
16,2023-05-04T12:27:20,2023,5,-111.910423,40.761475,,48.80,none,None,None,None,-9999.00
17,2023-05-04T12:29:55,2023,5,-111.91037,40.761086,,48.80,none,None,None,None,-9999.00
18,2023-05-04T12:32:30,2023,5,-111.911339,40.762634,,36.00,none,None,None,None,-9999.00
19,2023-05-04T12:35:05,2023,5,-111.911346,40.762642,,36.00,none,None,None,None,-9999.00
20,2023-05-04T12:37:40,2023,5,-111.911224,40.760002,,47.60,none,None,None,None,-9999.00
21,2023-05-04T12:40:15,2023,5,-111.906464,40.765083,,46.70,none,None,None,None,-9999.00
22,2023-05-04T12:42:50,2023,5,-111.909531,40.763721,,48.20,none,None,None,None,-9999.00
23,2023-05-04T12:45:25,2023,5,-111.909546,40.763729,,48.90,none,None,None,None,-9999.00
24,2023-05-04T12:48:00,2023,5,-111.909576,40.763744,,45.70,none,None,None,None,2.90
25,2023-05-04T12:50:35,2023,5,-111.909035,40.763264,,45.30,none,None,None,None,-9999.00
26,2023-05-04T12:53:10,2023,5,-111.909523,40.763706,,39.40,none,None,None,None,-9999.00
27,2023-05-04T12:55:45,2023,5,-111.909523,40.763706,,45.80,none,None,None,None,-9999.00
28,2023-05-04T12:58:20,2023,5,-111.909546,40.763706,,10.40,none,None,None,None,-9999.00
29,2023-05-04T13:00:55,2023,5,-111.909164,40.763123,,10.50,none,None,None,None,-9999.00
30,2023-05-04T13:03:30,2023,5,-111.904953,40.76498,,7.50,none,None,None,None,-9999.00
31,2023-05-04T13:06:05,2023,5,-111.90004,40.769249,,21.10,none,None,None,None,-9999.00
32,2023-05-04T13:08:40,2023,5,-111.888535,40.769245,,18.10,none,None,None,None,-9999.00
33,2023-05-04T13:11:15,2023,5,-111.879425,40.767132,,47.20,none,None,None,None,-9999.00
34,2023-05-04T13:13:50,2023,5,-111.879059,40.767139,,45.40,none,None,None,None,-9999.00
35,2023-05-04T13:16:25,2023,5,-111.879066,40.767139,,49.20,none,None,None,None,-9999.00
36,2023-05-04T13:20:35,2023,5,-111.879082,40.767246,,46.20,none,None,None,None,-9999.00
37,2023-05-04T13:23:10,2023,5,-111.879036,40.767197,,43.80,none,None,None,None,-9999.00
38,2023-05-04T13:25:45,2023,5,-111.871155,40.767044,,33.20,none,None,None,None,-9999.00
39,2023-05-04T13:28:20,2023,5,-111.865395,40.766933,,40.00,none,None,None,None,-9999.00
40,2023-05-04T13:30:55,2023,5,-111.878654,40.76717,,46.60,none,None,None,None,-9999.00
41,2023-05-04T13:33:30,2023,5,-111.887924,40.7672,,41.50,none,None,None,None,-9999.00
42,2023-05-04T13:36:05,2023,5,-111.893913,40.767628,,44.40,none,None,None,None,-9999.00
43,2023-05-04T13:38:40,2023,5,-111.90036,40.769428,,7.50,none,None,None,None,-9999.00
44,2023-05-04T13:41:15,2023,5,-111.906754,40.76506,,31.90,none,None,None,None,-9999.00
45,2023-05-04T13:43:50,2023,5,-111.909531,40.763702,,19.50,none,None,None,None,-9999.00
46,2023-05-04T13:46:25,2023,5,-111.909531,40.763702,,28.70,none,None,None,None,-9999.00
47,2023-05-04T13:49:00,2023,5,-111.909531,40.763702,,26.80,none,None,None,None,3.30
48,2023-05-04T13:51:35,2023,5,-111.909523,40.763699,,23.60,none,None,None,None,-9999.00
49,2023-05-04T13:54:10,2023,5,-111.909515,40.763691,,23.40,none,None,None,None,-9999.00
50,2023-05-04T13:56:45,2023,5,-111.909515,40.763691,,16.90,none,None,None,None,-9999.00
51,2023-05-04T13:59:20,2023,5,-111.909195,40.763081,,21.20,none,None,None,None,-9999.00
52,2023-05-04T14:01:55,2023,5,-111.903076,40.765022,,20.20,none,None,None,None,-9999.00
53,2023-05-04T14:04:30,2023,5,-111.900055,40.769276,,26.60,none,None,None,None,-9999.00
54,2023-05-04T14:07:05,2023,5,-111.889282,40.769234,,12.50,none,None,None,None,-9999.00
55,2023-05-04T14:09:40,2023,5,-111.887016,40.767303,,38.70,none,None,None,None,-9999.00
56,2023-05-04T14:12:15,2023,5,-111.874207,40.767139,,31.70,none,None,None,None,-9999.00
