,Timestamp,Year,Month,Longitude,Latitude,ES642_PM2.5_Concentration,2B_Ozone_Concentration,2B405_NO_Concentration,2B405_NO2_Concentration,2B405_NOX_Concentration,2B405_Cell_O3_Flow_Rate,PM2.5_Concentration
0,2023-09-20T19:18:40,2023,9,-111.910645,40.761013,,37.40,none,None,None,None,-9999.00
1,2023-09-25T15:10:45,2023,9,-111.910553,40.760559,,10.20,none,None,None,None,-9999.00
2,2023-09-25T15:13:20,2023,9,-111.910805,40.760803,,13.20,none,None,None,None,-9999.00
3,2023-09-25T15:15:55,2023,9,-111.910484,40.760502,,13.00,none,None,None,None,-9999.00
4,2023-09-25T15:18:30,2023,9,-111.910347,40.761173,,15.40,none,None,None,None,-9999.00
5,2023-09-25T15:21:05,2023,9,-111.910545,40.761372,,16.50,none,None,None,None,-9999.00
6,2023-09-25T15:23:40,2023,9,-111.91037,40.761143,,19.10,none,None,None,None,-9999.00
7,2023-09-25T15:26:15,2023,9,-111.910591,40.761524,,17.00,none,None,None,None,-9999.00
8,2023-09-25T15:28:50,2023,9,-111.91069,40.761402,,12.90,none,None,None,None,-9999.00
9,2023-09-25T15:31:25,2023,9,-111.910736,40.761402,,18.20,none,None,None,None,-9999.00
10,2023-09-25T15:34:00,2023,9,-111.910591,40.761326,,18.00,none,None,None,None,-9999.00
11,2023-09-25T15:36:35,2023,9,-111.910561,40.761345,,17.20,none,None,None,None,-9999.00
12,2023-09-25T15:39:10,2023,9,-111.910583,40.76141,,21.20,none,None,None,None,-9999.00
13,2023-09-25T15:41:45,2023,9,-111.91066,40.761349,,25.30,none,None,None,None,-9999.00
14,2023-09-25T15:44:20,2023,9,-111.910599,40.761292,,27.90,none,None,None,None,-9999.00
15,2023-09-25T15:46:55,2023,9,-111.910599,40.761509,,25.60,none,None,None,None,-9999.00
16,2023-09-25T15:49:30,2023,9,-111.910583,40.761379,,25.10,none,None,None,None,-9999.00
17,2023-09-25T15:52:05,2023,9,-111.910576,40.761536,,-9999.00,none,None,None,None,-9999.00
18,2023-09-25T17:24:55,2023,9,-111.910812,40.761772,,38.00,none,None,None,None,-9999.00
19,2023-09-25T17:27:30,2023,9,-111.91169,40.761421,,34.10,none,None,None,None,-9999.00
20,2023-09-25T17:30:05,2023,9,-111.913025,40.761528,,37.40,none,None,None,None,-9999.00
21,2023-09-25T17:32:40,2023,9,-111.91333,40.761681,,32.50,none,None,None,None,-9999.00
22,2023-09-25T17:35:15,2023,9,-111.912277,40.761784,,30.10,none,None,None,None,-9999.00
23,2023-09-25T17:39:30,2023,9,-111.910133,40.761135,,26.50,none,None,None,None,-9999.00
24,2023-09-25T17:42:05,2023,9,-111.910797,40.761333,,33.70,none,None,None,None,-9999.00
25,2023-09-25T17:44:40,2023,9,-111.910538,40.761513,,28.20,none,None,None,None,-9999.00
26,2023-09-25T17:47:15,2023,9,-111.910332,40.761448,,28.80,none,None,None,None,-9999.00
27,2023-09-25T17:49:50,2023,9,-111.91037,40.761951,,37.00,none,None,None,None,-9999.00
28,2023-09-25T17:52:25,2023,9,-111.910492,40.761364,,28.90,none,None,None,None,-9999.00
29,2023-09-25T17:55:00,2023,9,-111.91066,40.761372,,32.00,none,None,None,None,-9999.00
30,2023-09-25T17:57:35,2023,9,-111.910645,40.761467,,31.40,none,None,None,None,-9999.00
